开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.018783, Y = -0.10299, Z = 0.067815	
主轴转速: 9042	t = 215.4 s, 稳定, fc = NaN Hz, Xf = 0.0876, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.032665, Y = 0.13167, Z = -0.31775	
主轴转速: 9042	t = 215.5 s, 稳定, fc = NaN Hz, Xf = 0.0879, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.2264, Y = 0.076737, Z = -0.24535	
主轴转速: 8981	t = 215.6 s, 稳定, fc = NaN Hz, Xf = 0.0894, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.11882, Y = -0.015594, Z = 0.25691	
主轴转速: 8988	t = 215.7 s, 稳定, fc = NaN Hz, Xf = 0.0897, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.053062, Y = 0.18503, Z = 0.097797	
主轴转速: 8988	t = 215.8 s, 稳定, fc = NaN Hz, Xf = 0.0875, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.13337, Y = -0.017604, Z = -0.2526	
主轴转速: 8937	t = 215.9 s, 稳定, fc = NaN Hz, Xf = 0.0879, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.24534, Y = 0.30318, Z = -0.20026	
主轴转速: 8937	t = 216.0 s, 稳定, fc = NaN Hz, Xf = 0.0896, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.79057, Y = 0.087517, Z = -0.13334	
主轴转速: 8962	t = 216.1 s, 颤振, fc = 1360.00 Hz, Xf = 0.2013, n_new = 9066.67 rpm, pass = 0.0022 s	
	采集数据: X = -0.29654, Y = -0.53072, Z = 0.038321	
主轴转速: 8962	t = 216.2 s, 颤振, fc = 1360.00 Hz, Xf = 0.1614, n_new = 9066.67 rpm, pass = 0.0003 s	
	采集数据: X = -0.40133, Y = -0.52512, Z = 0.28494	
主轴转速: 8960	t = 216.3 s, 颤振, fc = 1360.00 Hz, Xf = 0.1664, n_new = 9066.67 rpm, pass = 0.0004 s	
	采集数据: X = -0.44273, Y = -0.19094, Z = 0.12345	
主轴转速: 8960	t = 216.4 s, 颤振, fc = 1660.00 Hz, Xf = 0.1511, n_new = 9054.55 rpm, pass = 0.0002 s	
	采集数据: X = 0.014339, Y = 0.76733, Z = -0.29148	
主轴转速: 8930	t = 216.5 s, 颤振, fc = 1360.00 Hz, Xf = 0.1817, n_new = 9066.67 rpm, pass = 0.0003 s	
	采集数据: X = -0.22927, Y = 0.022532, Z = 0.00066036	
主轴转速: 8930	t = 216.6 s, 稳定, fc = NaN Hz, Xf = 0.1156, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.083261, Y = -0.3309, Z = 0.42217	
主轴转速: 8937	t = 216.7 s, 稳定, fc = NaN Hz, Xf = 0.0932, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.01032, Y = -0.11341, Z = 0.32839	
主轴转速: 8937	t = 216.8 s, 稳定, fc = NaN Hz, Xf = 0.0934, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.098666, Y = 0.012483, Z = -0.46266	
主轴转速: 8981	t = 216.9 s, 稳定, fc = NaN Hz, Xf = 0.0902, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.26768, Y = -0.15896, Z = -0.025665	
主轴转速: 8962	t = 217.0 s, 稳定, fc = NaN Hz, Xf = 0.0914, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.027673, Y = 0.029415, Z = 0.13662	
主轴转速: 8962	t = 217.1 s, 稳定, fc = NaN Hz, Xf = 0.0897, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.17989, Y = -0.085146, Z = 0.15959	
主轴转速: 8941	t = 217.2 s, 稳定, fc = NaN Hz, Xf = 0.0884, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.28692, Y = -0.043183, Z = -0.078316	
主轴转速: 8941	t = 217.3 s, 稳定, fc = NaN Hz, Xf = 0.0926, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.1671, Y = 0.089771, Z = -0.17765	
主轴转速: 8948	t = 217.4 s, 稳定, fc = NaN Hz, Xf = 0.0914, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.092638, Y = 0.22303, Z = 0.46032	
主轴转速: 8948	t = 217.5 s, 稳定, fc = NaN Hz, Xf = 0.0920, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.40565, Y = -0.10981, Z = 0.19384	
主轴转速: 8962	t = 217.6 s, 稳定, fc = NaN Hz, Xf = 0.0913, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.069562, Y = -0.096414, Z = -0.098365	
主轴转速: 8962	t = 217.7 s, 稳定, fc = NaN Hz, Xf = 0.0919, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.63355, Y = 0.083741, Z = -0.26491	
主轴转速: 8932	t = 217.8 s, 稳定, fc = NaN Hz, Xf = 0.0907, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.11858, Y = 0.31353, Z = -0.20836	
主轴转速: 8932	t = 217.9 s, 稳定, fc = NaN Hz, Xf = 0.0907, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.35652, Y = -0.12199, Z = 0.20992	
主轴转速: 8941	t = 218.0 s, 稳定, fc = NaN Hz, Xf = 0.0910, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.34209, Y = 0.42407, Z = 0.16312	
主轴转速: 8941	t = 218.1 s, 稳定, fc = NaN Hz, Xf = 0.0880, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.062743, Y = 0.075885, Z = -0.59051	
主轴转速: 8944	t = 218.2 s, 稳定, fc = NaN Hz, Xf = 0.0889, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.20936, Y = 0.26067, Z = -0.32914	
主轴转速: 8944	t = 218.3 s, 稳定, fc = NaN Hz, Xf = 0.0898, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.024446, Y = 0.15457, Z = -0.12317	
主轴转速: 8977	t = 218.4 s, 稳定, fc = NaN Hz, Xf = 0.0906, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.14731, Y = -0.18996, Z = 0.0095574	
主轴转速: 8998	t = 218.5 s, 稳定, fc = NaN Hz, Xf = 0.0903, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.020184, Y = 0.0089508, Z = -0.11848	
主轴转速: 8998	t = 218.6 s, 稳定, fc = NaN Hz, Xf = 0.0897, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.10141, Y = -0.06517, Z = 0.13022	
主轴转速: 8941	t = 218.7 s, 稳定, fc = NaN Hz, Xf = 0.0909, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.17654, Y = 0.11182, Z = 0.059649	
主轴转速: 8941	t = 218.8 s, 稳定, fc = NaN Hz, Xf = 0.0916, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.030412, Y = -0.023938, Z = -0.02664	
主轴转速: 8998	t = 218.9 s, 稳定, fc = NaN Hz, Xf = 0.0898, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.55872, Y = -0.079056, Z = 0.2346	
主轴转速: 8998	t = 219.0 s, 稳定, fc = NaN Hz, Xf = 0.0909, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.25612, Y = -0.016142, Z = -0.32902	
主轴转速: 8944	t = 219.1 s, 稳定, fc = NaN Hz, Xf = 0.0913, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.30428, Y = 0.42219, Z = -0.34322	
主轴转速: 8944	t = 219.2 s, 稳定, fc = NaN Hz, Xf = 0.0898, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.24948, Y = -0.18838, Z = 0.40859	
主轴转速: 8932	t = 219.3 s, 稳定, fc = NaN Hz, Xf = 0.0892, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.026699, Y = -0.016446, Z = 0.12327	
主轴转速: 8932	t = 219.4 s, 稳定, fc = NaN Hz, Xf = 0.0912, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.039485, Y = -0.00085482, Z = -0.32737	
主轴转速: 8974	t = 219.5 s, 稳定, fc = NaN Hz, Xf = 0.0908, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.32132, Y = -0.2301, Z = -0.032673	
主轴转速: 8974	t = 219.6 s, 稳定, fc = NaN Hz, Xf = 0.0908, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.018662, Y = 0.01967, Z = 0.042282	
主轴转速: 8923	t = 219.7 s, 稳定, fc = NaN Hz, Xf = 0.0919, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.17331, Y = 0.023629, Z = -0.0006803	
主轴转速: 8998	t = 219.8 s, 稳定, fc = NaN Hz, Xf = 0.0910, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.24917, Y = 0.0060883, Z = -0.1618	
主轴转速: 8998	t = 219.9 s, 稳定, fc = NaN Hz, Xf = 0.0905, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.30763, Y = -0.0070671, Z = -0.010857	
主轴转速: 9047	t = 220.0 s, 稳定, fc = NaN Hz, Xf = 0.0905, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.0057539, Y = 0.32785, Z = 0.45752	
主轴转速: 9047	t = 220.1 s, 稳定, fc = NaN Hz, Xf = 0.0908, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.49266, Y = -0.29454, Z = 0.096578	
主轴转速: 8920	t = 220.2 s, 稳定, fc = NaN Hz, Xf = 0.0910, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.15243, Y = 0.026552, Z = 0.07074	
主轴转速: 8920	t = 220.3 s, 稳定, fc = NaN Hz, Xf = 0.0908, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.56383, Y = 0.10822, Z = -0.13676	
主轴转速: 9045	t = 220.4 s, 稳定, fc = NaN Hz, Xf = 0.0899, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.20308, Y = 0.21998, Z = -0.1824	
主轴转速: 9045	t = 220.5 s, 稳定, fc = NaN Hz, Xf = 0.0897, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.34915, Y = -0.056339, Z = 0.15813	
主轴转速: 8986	t = 220.6 s, 稳定, fc = NaN Hz, Xf = 0.0910, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.40754, Y = 0.28369, Z = 0.14393	
主轴转速: 8986	t = 220.7 s, 稳定, fc = NaN Hz, Xf = 0.0908, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.060003, Y = 0.077103, Z = -0.43956	
主轴转速: 8981	t = 220.8 s, 稳定, fc = NaN Hz, Xf = 0.0929, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.17544, Y = -0.25744, Z = -0.093064	
主轴转速: 8981	t = 220.9 s, 稳定, fc = NaN Hz, Xf = 0.0924, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.022558, Y = 0.10743, Z = 0.24716	
主轴转速: 9054	t = 221.0 s, 稳定, fc = NaN Hz, Xf = 0.0905, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.45795, Y = -0.13003, Z = 0.063549	
主轴转速: 9054	t = 221.1 s, 稳定, fc = NaN Hz, Xf = 0.0925, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0997, Y = -0.2262, Z = -0.061375	
主轴转速: 8934	t = 221.2 s, 稳定, fc = NaN Hz, Xf = 0.0897, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.31414, Y = -0.023085, Z = 0.058187	
主轴转速: 8934	t = 221.3 s, 稳定, fc = NaN Hz, Xf = 0.0903, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.25167, Y = 0.15768, Z = 0.24673	
主轴转速: 9052	t = 221.4 s, 稳定, fc = NaN Hz, Xf = 0.0897, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.072728, Y = -0.11499, Z = 0.19231	
主轴转速: 8937	t = 221.5 s, 稳定, fc = NaN Hz, Xf = 0.0894, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.56316, Y = 0.27066, Z = -0.15089	
主轴转速: 8937	t = 221.6 s, 稳定, fc = NaN Hz, Xf = 0.0894, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.11395, Y = 0.11194, Z = -0.42311	
主轴转速: 8972	t = 221.7 s, 稳定, fc = NaN Hz, Xf = 0.0892, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.25904, Y = 0.5027, Z = -0.37881	
主轴转速: 8972	t = 221.8 s, 稳定, fc = NaN Hz, Xf = 0.0898, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.36206, Y = -0.13478, Z = 0.15612	
主轴转速: 8995	t = 221.9 s, 稳定, fc = NaN Hz, Xf = 0.0885, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.060733, Y = -0.13789, Z = 0.26264	
主轴转速: 8995	t = 222.0 s, 稳定, fc = NaN Hz, Xf = 0.0903, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.17319, Y = 0.084716, Z = -0.27588	
主轴转速: 8930	t = 222.1 s, 稳定, fc = NaN Hz, Xf = 0.0917, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.19042, Y = -0.20659, Z = 0.28043	
主轴转速: 8930	t = 222.2 s, 稳定, fc = NaN Hz, Xf = 0.0919, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.1008, Y = -0.086669, Z = 0.24826	
主轴转速: 8953	t = 222.3 s, 稳定, fc = NaN Hz, Xf = 0.0896, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.14098, Y = 0.063399, Z = -0.17228	
主轴转速: 8953	t = 222.4 s, 稳定, fc = NaN Hz, Xf = 0.0907, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.40656, Y = -0.012244, Z = -0.22798	
主轴转速: 9028	t = 222.5 s, 稳定, fc = NaN Hz, Xf = 0.0901, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.021645, Y = -0.047203, Z = -0.18728	
主轴转速: 9028	t = 222.6 s, 稳定, fc = NaN Hz, Xf = 0.0900, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.16497, Y = 0.43571, Z = -0.018048	
主轴转速: 8951	t = 222.7 s, 稳定, fc = NaN Hz, Xf = 0.0905, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.076442, Y = -0.36756, Z = 0.32918	
主轴转速: 9028	t = 222.8 s, 稳定, fc = NaN Hz, Xf = 0.0904, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.087158, Y = -0.0070062, Z = 0.054104	
主轴转速: 9028	t = 222.9 s, 稳定, fc = NaN Hz, Xf = 0.0900, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.34866, Y = -0.0073107, Z = -0.4668	
主轴转速: 8941	t = 223.0 s, 稳定, fc = NaN Hz, Xf = 0.0907, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.44858, Y = -0.17455, Z = -0.00055842	
主轴转速: 8941	t = 223.1 s, 稳定, fc = NaN Hz, Xf = 0.0894, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.096778, Y = -0.13783, Z = 0.22181	
主轴转速: 8920	t = 223.2 s, 稳定, fc = NaN Hz, Xf = 0.0900, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.38288, Y = 0.12266, Z = 0.21346	
主轴转速: 8920	t = 223.3 s, 稳定, fc = NaN Hz, Xf = 0.0893, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.083383, Y = -0.043305, Z = -0.30105	
主轴转速: 9005	t = 223.4 s, 稳定, fc = NaN Hz, Xf = 0.0889, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.19633, Y = 0.079295, Z = -0.25845	
主轴转速: 9005	t = 223.5 s, 稳定, fc = NaN Hz, Xf = 0.0910, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.26214, Y = 0.12175, Z = 0.48799	
主轴转速: 8951	t = 223.6 s, 稳定, fc = NaN Hz, Xf = 0.0902, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.69723, Y = -0.18801, Z = 0.065743	
主轴转速: 8951	t = 223.7 s, 稳定, fc = NaN Hz, Xf = 0.0886, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.020549, Y = 0.09781, Z = -0.24888	
主轴转速: 8981	t = 223.8 s, 稳定, fc = NaN Hz, Xf = 0.0882, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.43743, Y = -0.039955, Z = 0.1173	
主轴转速: 8981	t = 223.9 s, 稳定, fc = NaN Hz, Xf = 0.0901, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.10889, Y = 0.25409, Z = 0.1822	
主轴转速: 9047	t = 224.0 s, 稳定, fc = NaN Hz, Xf = 0.0908, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.29332, Y = -0.15446, Z = -0.11872	
主轴转速: 8977	t = 224.1 s, 稳定, fc = NaN Hz, Xf = 0.0895, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.27481, Y = 0.085325, Z = -0.16186	
主轴转速: 8977	t = 224.2 s, 稳定, fc = NaN Hz, Xf = 0.0905, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.022132, Y = 0.049026, Z = -0.52384	
主轴转速: 8932	t = 224.3 s, 稳定, fc = NaN Hz, Xf = 0.0894, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.20114, Y = -0.35081, Z = -0.026701	
主轴转速: 8932	t = 224.4 s, 稳定, fc = NaN Hz, Xf = 0.0896, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.087036, Y = 0.24386, Z = 0.2761	
主轴转速: 9040	t = 224.5 s, 稳定, fc = NaN Hz, Xf = 0.0918, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.2787, Y = -0.16956, Z = 0.076529	
主轴转速: 9040	t = 224.6 s, 稳定, fc = NaN Hz, Xf = 0.0883, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.25831, Y = 0.091111, Z = 0.1889	
主轴转速: 9028	t = 224.7 s, 稳定, fc = NaN Hz, Xf = 0.0908, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.29167, Y = -0.15896, Z = 0.24411	
主轴转速: 9028	t = 224.8 s, 稳定, fc = NaN Hz, Xf = 0.0925, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.043564, Y = 0.053715, Z = 0.28872	
主轴转速: 8951	t = 224.9 s, 稳定, fc = NaN Hz, Xf = 0.0890, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.088071, Y = 0.088857, Z = -0.50757	
主轴转速: 8951	t = 225.0 s, 稳定, fc = NaN Hz, Xf = 0.0913, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.31049, Y = 0.29898, Z = -0.47503	
主轴转速: 8939	t = 225.1 s, 稳定, fc = NaN Hz, Xf = 0.0902, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.14877, Y = -0.1254, Z = 0.13113	
主轴转速: 8939	t = 225.2 s, 稳定, fc = NaN Hz, Xf = 0.0882, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.27712, Y = 0.21737, Z = 0.037346	
主轴转速: 9045	t = 225.3 s, 稳定, fc = NaN Hz, Xf = 0.0883, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0061192, Y = 0.24014, Z = -0.45669	
主轴转速: 9049	t = 225.4 s, 稳定, fc = NaN Hz, Xf = 0.0905, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.050688, Y = -0.28047, Z = 0.29688	
主轴转速: 9049	t = 225.5 s, 稳定, fc = NaN Hz, Xf = 0.0895, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.16966, Y = 0.12668, Z = 0.15124	
主轴转速: 9021	t = 225.6 s, 稳定, fc = NaN Hz, Xf = 0.0884, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.49199, Y = -0.21384, Z = 0.14405	
主轴转速: 9021	t = 225.7 s, 稳定, fc = NaN Hz, Xf = 0.0894, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.087828, Y = -0.09282, Z = -0.048944	
主轴转速: 8939	t = 225.8 s, 稳定, fc = NaN Hz, Xf = 0.0876, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.04399, Y = 0.16286, Z = -0.08502	
主轴转速: 8939	t = 225.9 s, 稳定, fc = NaN Hz, Xf = 0.0889, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.25727, Y = 0.35428, Z = -0.16637	
主轴转速: 8962	t = 226.0 s, 稳定, fc = NaN Hz, Xf = 0.0891, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.14829, Y = -0.1519, Z = 0.24655	
主轴转速: 8962	t = 226.1 s, 稳定, fc = NaN Hz, Xf = 0.0892, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.38891, Y = 0.3689, Z = 0.11413	
主轴转速: 9033	t = 226.2 s, 稳定, fc = NaN Hz, Xf = 0.0890, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0023442, Y = -0.10476, Z = -0.49819	
主轴转速: 9033	t = 226.3 s, 稳定, fc = NaN Hz, Xf = 0.0901, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.069927, Y = -0.16682, Z = -0.0015334	
主轴转速: 9049	t = 226.4 s, 稳定, fc = NaN Hz, Xf = 0.0906, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.023045, Y = 0.12296, Z = 0.3315	
主轴转速: 9049	t = 226.5 s, 稳定, fc = NaN Hz, Xf = 0.0900, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.27956, Y = -0.05372, Z = 0.24503	
主轴转速: 9047	t = 226.6 s, 稳定, fc = NaN Hz, Xf = 0.0930, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.19438, Y = 0.1, Z = -0.097147	
主轴转速: 9047	t = 226.7 s, 稳定, fc = NaN Hz, Xf = 0.0913, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.11413, Y = -0.18131, Z = 0.11273	
主轴转速: 9049	t = 226.8 s, 稳定, fc = NaN Hz, Xf = 0.0913, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.45954, Y = 0.37285, Z = 0.11285	
主轴转速: 9042	t = 226.9 s, 稳定, fc = NaN Hz, Xf = 0.0909, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.091542, Y = -0.019918, Z = -0.47156	
主轴转速: 9042	t = 227.0 s, 稳定, fc = NaN Hz, Xf = 0.0897, n_new = NaN rpm, pass = 0.0003 s	
