开始记录数据...	开始记录数据...	
主轴数据: 2000	采集数据: X = -0.28723, Y = 0.51348, Z = 0.0037682	
主轴数据: 2000	t = 47.0 s, 颤振, fc = 150.00 Hz, Xf = 0.2691, pass = 0.0048 s	
主轴数据: 2000	采集数据: X = -0.24022, Y = 0.48571, Z = 0.01949	
主轴数据: 2000	t = 47.1 s, 颤振, fc = 150.00 Hz, Xf = 0.2680, pass = 0.0002 s	
主轴数据: 2000	采集数据: X = -0.29654, Y = 0.51318, Z = -0.017378	
主轴数据: 2000	t = 47.2 s, 颤振, fc = 150.00 Hz, Xf = 0.2688, pass = 0.0086 s	
更新目标转速为: 2250	采集数据: X = 0.029012, Y = 0.0049311, Z = 0.030216	
主轴数据: 3000	t = 47.3 s, 颤振, fc = 150.00 Hz, Xf = 0.1443, pass = 0.0003 s	
主轴数据: 3000	采集数据: X = -0.041067, Y = 0.029597, Z = -0.007993	
主轴数据: 3000	t = 47.4 s, 稳定, fc = NaN Hz, Xf = 0.0351, pass = 0.0002 s	
主轴数据: 3000	采集数据: X = 0.020914, Y = 0.042509, Z = -0.021704	
主轴数据: 3000	t = 47.5 s, 颤振, fc = 150.00 Hz, Xf = 0.1103, pass = 0.0083 s	
主轴数据: 3000	采集数据: X = -0.066518, Y = 0.081488, Z = -0.057658	
主轴数据: 3000	t = 47.6 s, 颤振, fc = 150.00 Hz, Xf = 0.2666, pass = 0.0002 s	
主轴数据: 3000	采集数据: X = 0.02889, Y = 0.048112, Z = -0.013721	
主轴数据: 3000	t = 47.7 s, 颤振, fc = 150.00 Hz, Xf = 0.2706, pass = 0.0078 s	
主轴数据: 3000	采集数据: X = -0.061525, Y = 0.079965, Z = -0.056988	
主轴数据: 4000	t = 47.8 s, 颤振, fc = 150.00 Hz, Xf = 0.2670, pass = 0.0004 s	
更新目标转速为: 4500	采集数据: X = 0.031996, Y = 0.0041393, Z = 0.027108	
	t = 47.9 s, 颤振, fc = 150.00 Hz, Xf = 0.1167, pass = 0.0004 s	
	采集数据: X = -0.044416, Y = 0.024664, Z = -0.012685	
	t = 48.0 s, 稳定, fc = NaN Hz, Xf = 0.0129, pass = 0.0004 s	
	采集数据: X = 0.096047, Y = -0.15068, Z = 0.067267	
	t = 48.1 s, 颤振, fc = 150.00 Hz, Xf = 0.1521, pass = 0.0082 s	
	采集数据: X = 0.044721, Y = -0.12699, Z = 0.026255	
	t = 48.2 s, 颤振, fc = 150.00 Hz, Xf = 0.2689, pass = 0.0087 s	
	采集数据: X = 0.1067, Y = -0.15019, Z = 0.067632	
	t = 48.3 s, 颤振, fc = 150.00 Hz, Xf = 0.2667, pass = 0.0007 s	
	采集数据: X = 0.034918, Y = -0.12449, Z = 0.038991	
	t = 48.4 s, 颤振, fc = 150.00 Hz, Xf = 0.2702, pass = 0.0004 s	
	采集数据: X = 0.02609, Y = 0.013458, Z = 0.018515	
	t = 48.5 s, 稳定, fc = NaN Hz, Xf = 0.0691, pass = 0.0004 s	
	采集数据: X = -0.03437, Y = 0.045798, Z = 0.00090412	
	t = 48.6 s, 稳定, fc = NaN Hz, Xf = 0.0110, pass = 0.0004 s	
	采集数据: X = -0.15486, Y = 0.34173, Z = -0.030418	
	t = 48.7 s, 颤振, fc = 150.00 Hz, Xf = 0.1997, pass = 0.0006 s	
	采集数据: X = -0.19675, Y = 0.36427, Z = -0.037792	
	t = 48.8 s, 颤振, fc = 150.00 Hz, Xf = 0.2682, pass = 0.0005 s	
	采集数据: X = -0.164, Y = 0.36012, Z = -0.041875	
	t = 48.9 s, 颤振, fc = 150.00 Hz, Xf = 0.2699, pass = 0.0004 s	
	采集数据: X = -0.19809, Y = 0.36555, Z = -0.040595	
	t = 49.0 s, 颤振, fc = 150.00 Hz, Xf = 0.2677, pass = 0.0051 s	
	采集数据: X = 0.0058756, Y = 0.019061, Z = 0.014554	
	t = 49.1 s, 稳定, fc = NaN Hz, Xf = 0.0270, pass = 0.0003 s	
	采集数据: X = -0.014095, Y = 0.020218, Z = 0.0093137	
	t = 49.2 s, 稳定, fc = NaN Hz, Xf = 0.0052, pass = 0.0003 s	
	采集数据: X = 0.26543, Y = -0.46939, Z = 0.018394	
	t = 49.3 s, 稳定, fc = NaN Hz, Xf = 0.0273, pass = 0.0003 s	
	采集数据: X = 0.26525, Y = -0.47975, Z = 0.030825	
	t = 49.4 s, 稳定, fc = NaN Hz, Xf = 0.0034, pass = 0.0003 s	
	采集数据: X = 0.27956, Y = -0.49065, Z = 0.017967	
	t = 49.5 s, 稳定, fc = NaN Hz, Xf = 0.0185, pass = 0.0003 s	
	采集数据: X = 0.023106, Y = -0.04635, Z = -0.0043976	
	t = 49.6 s, 稳定, fc = NaN Hz, Xf = 0.0278, pass = 0.0003 s	
	采集数据: X = 0.0081284, Y = 0.0021904, Z = -0.0043976	
	t = 49.7 s, 稳定, fc = NaN Hz, Xf = 0.0030, pass = 0.0003 s	
	采集数据: X = -0.25313, Y = 0.48157, Z = -0.0018991	
	t = 49.8 s, 稳定, fc = NaN Hz, Xf = 0.0224, pass = 0.0003 s	
	采集数据: X = -0.19121, Y = 0.37072, Z = -0.034684	
	t = 49.9 s, 稳定, fc = NaN Hz, Xf = 0.0043, pass = 0.0003 s	
	采集数据: X = -0.19718, Y = 0.37352, Z = -0.037426	
	t = 50.0 s, 稳定, fc = NaN Hz, Xf = 0.0160, pass = 0.0003 s	
	采集数据: X = -0.17611, Y = 0.36902, Z = -0.042667	
	t = 50.1 s, 稳定, fc = NaN Hz, Xf = 0.0181, pass = 0.0003 s	
	采集数据: X = -0.016469, Y = 0.028562, Z = 0.0054136	
	t = 50.2 s, 稳定, fc = NaN Hz, Xf = 0.0627, pass = 0.0003 s	
	采集数据: X = -0.0035008, Y = 0.018756, Z = -0.011466	
	t = 50.3 s, 稳定, fc = NaN Hz, Xf = 0.0043, pass = 0.0004 s	
	采集数据: X = 0.25532, Y = -0.47865, Z = 0.02205	
	t = 50.4 s, 稳定, fc = NaN Hz, Xf = 0.0663, pass = 0.0003 s	
	采集数据: X = 0.25228, Y = -0.47365, Z = 0.028388	
	t = 50.5 s, 稳定, fc = NaN Hz, Xf = 0.0140, pass = 0.0003 s	
	采集数据: X = 0.27913, Y = -0.49053, Z = 0.030155	
	t = 50.6 s, 颤振, fc = 150.00 Hz, Xf = 0.2686, pass = 0.0076 s	
