开始记录数据...	开始记录数据...	
主轴数据: 5004	采集数据: X = -0.085514, Y = -0.010782, Z = -0.2214	
主轴数据: 5004	t = 7.8 s, 稳定, fc = NaN Hz, Xf = 0.0918, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5009	采集数据: X = 0.017018, Y = 0.23813, Z = 0.22485	
主轴数据: 5023	t = 7.9 s, 稳定, fc = NaN Hz, Xf = 0.0938, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5023	采集数据: X = 0.23834, Y = 0.11718, Z = -0.24511	
主轴数据: 5020	t = 8.0 s, 稳定, fc = NaN Hz, Xf = 0.0923, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 5020	采集数据: X = -0.10548, Y = 0.12753, Z = 0.25532	
主轴数据: 5016	t = 8.1 s, 稳定, fc = NaN Hz, Xf = 0.0937, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 5016	采集数据: X = -0.13471, Y = 0.049635, Z = -0.074294	
主轴数据: 4988	t = 8.2 s, 稳定, fc = NaN Hz, Xf = 0.0945, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4988	采集数据: X = -0.062682, Y = -0.16524, Z = 0.083903	
主轴数据: 5025	t = 8.3 s, 稳定, fc = NaN Hz, Xf = 0.0928, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5025	采集数据: X = 0.083018, Y = 0.10347, Z = -0.20476	
主轴数据: 5016	t = 8.4 s, 稳定, fc = NaN Hz, Xf = 0.0930, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 5016	采集数据: X = -0.095012, Y = -0.009016, Z = -0.096293	
主轴数据: 4980	t = 8.5 s, 稳定, fc = NaN Hz, Xf = 0.0936, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5013	采集数据: X = 0.15724, Y = 0.26195, Z = 0.13326	
主轴数据: 5013	t = 8.6 s, 稳定, fc = NaN Hz, Xf = 0.0941, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 5018	采集数据: X = 0.3419, Y = 0.012057, Z = -0.13139	
主轴数据: 5018	t = 8.7 s, 稳定, fc = NaN Hz, Xf = 0.0936, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 5020	采集数据: X = 0.099274, Y = 0.1701, Z = 0.13893	
主轴数据: 5020	t = 8.8 s, 稳定, fc = NaN Hz, Xf = 0.0918, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5025	采集数据: X = -0.14457, Y = 0.00048508, Z = 0.10145	
主轴数据: 5025	t = 8.9 s, 稳定, fc = NaN Hz, Xf = 0.0932, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4978	采集数据: X = -0.03023, Y = 0.052497, Z = 0.15112	
主轴数据: 4978	t = 9.0 s, 稳定, fc = NaN Hz, Xf = 0.0875, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4992	采集数据: X = -0.085697, Y = -0.056643, Z = -0.068993	
主轴数据: 4992	t = 9.1 s, 稳定, fc = NaN Hz, Xf = 0.0849, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5013	采集数据: X = 0.20619, Y = 0.15226, Z = 0.053799	
主轴数据: 5013	t = 9.2 s, 稳定, fc = NaN Hz, Xf = 0.0833, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4990	采集数据: X = 0.35128, Y = 0.3248, Z = -0.16345	
主轴数据: 5020	t = 9.3 s, 稳定, fc = NaN Hz, Xf = 0.0871, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5020	采集数据: X = 0.83289, Y = -1.0501, Z = 0.099199	
主轴数据: 4969	t = 9.4 s, 稳定, fc = NaN Hz, Xf = 0.1421, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 4969	采集数据: X = 0.59555, Y = -0.38687, Z = 0.29085	
主轴数据: 5002	t = 9.5 s, 颤振, fc = 230.00 Hz, Xf = 0.4221, n_new = 6900.00 rpm, pass = 0.0020 s	
主轴数据: 5002	采集数据: X = -0.37223, Y = -0.0023165, Z = -0.38496	
主轴数据: 5020	t = 9.6 s, 颤振, fc = 230.00 Hz, Xf = 0.4320, n_new = 6900.00 rpm, pass = 0.0019 s	
主轴数据: 5020	采集数据: X = 0.32875, Y = -0.88787, Z = 0.084269	
主轴数据: 5002	t = 9.7 s, 颤振, fc = 240.00 Hz, Xf = 0.3486, n_new = 7200.00 rpm, pass = 0.0015 s	
主轴数据: 5002	采集数据: X = -0.38069, Y = 0.6454, Z = 0.073665	
主轴数据: 4988	t = 9.8 s, 颤振, fc = 240.00 Hz, Xf = 0.3395, n_new = 7200.00 rpm, pass = 0.0016 s	
主轴数据: 4988	采集数据: X = 0.94693, Y = -0.79389, Z = -0.2537	
主轴数据: 4973	t = 9.9 s, 颤振, fc = 240.00 Hz, Xf = 0.3438, n_new = 7200.00 rpm, pass = 0.0019 s	
主轴数据: 4988	采集数据: X = -0.50611, Y = 0.41878, Z = 0.12272	
主轴数据: 4988	t = 10.0 s, 颤振, fc = 240.00 Hz, Xf = 0.3626, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 5013	采集数据: X = -0.0061798, Y = 0.088248, Z = -0.1019	
主轴数据: 5013	t = 10.1 s, 颤振, fc = 240.00 Hz, Xf = 0.3611, n_new = 7200.00 rpm, pass = 0.0004 s	
主轴数据: 4990	采集数据: X = 0.58746, Y = -0.044158, Z = -0.063996	
主轴数据: 4990	t = 10.2 s, 颤振, fc = 240.00 Hz, Xf = 0.3448, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 5020	采集数据: X = -0.46568, Y = 0.10268, Z = -0.12981	
主轴数据: 5020	t = 10.3 s, 颤振, fc = 240.00 Hz, Xf = 0.3661, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 4978	采集数据: X = 0.25185, Y = -0.58998, Z = 0.34289	
主轴数据: 4978	t = 10.4 s, 颤振, fc = 240.00 Hz, Xf = 0.3428, n_new = 7200.00 rpm, pass = 0.0006 s	
主轴数据: 5002	采集数据: X = 0.49016, Y = 0.57579, Z = -0.21007	
更新目标转速为: 6900	t = 10.5 s, 颤振, fc = 240.00 Hz, Xf = 0.3296, n_new = 7200.00 rpm, pass = 0.0004 s	
主轴数据: 5002	采集数据: X = 0.7281, Y = -0.38205, Z = -0.17046	
主轴数据: 5027	t = 10.6 s, 颤振, fc = 240.00 Hz, Xf = 0.3464, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 5077	采集数据: X = -0.41064, Y = 1.112, Z = 0.22717	
主轴数据: 5077	t = 10.7 s, 颤振, fc = 240.00 Hz, Xf = 0.3298, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 5592	采集数据: X = -0.031326, Y = -0.33394, Z = 0.51541	
主轴数据: 5592	t = 10.8 s, 颤振, fc = 240.00 Hz, Xf = 0.3418, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 6061	采集数据: X = -0.53369, Y = 1.1821, Z = -0.1133	
主轴数据: 6061	t = 10.9 s, 颤振, fc = 240.00 Hz, Xf = 0.3548, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 6562	采集数据: X = 0.78205, Y = -0.82282, Z = -0.31098	
主轴数据: 6562	t = 11.0 s, 颤振, fc = 240.00 Hz, Xf = 0.3109, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 6935	采集数据: X = -0.72445, Y = 0.54278, Z = 0.1549	
主轴数据: 6935	t = 11.1 s, 颤振, fc = 240.00 Hz, Xf = 0.3170, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 6909	采集数据: X = 0.62247, Y = -0.73189, Z = -0.40629	
主轴数据: 6909	t = 11.2 s, 颤振, fc = 240.00 Hz, Xf = 0.3357, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 6898	采集数据: X = -0.24704, Y = 0.56117, Z = -0.16966	
主轴数据: 6907	t = 11.3 s, 颤振, fc = 230.00 Hz, Xf = 0.3076, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6907	采集数据: X = 0.38806, Y = -0.15007, Z = -0.043642	
主轴数据: 6884	t = 11.4 s, 颤振, fc = 240.00 Hz, Xf = 0.3144, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 6884	采集数据: X = -0.21898, Y = 0.38893, Z = 0.039418	
主轴数据: 6891	t = 11.5 s, 颤振, fc = 230.00 Hz, Xf = 0.3214, n_new = 6900.00 rpm, pass = 0.0003 s	
主轴数据: 6891	采集数据: X = 0.57595, Y = -0.72501, Z = 0.12181	
主轴数据: 6938	t = 11.6 s, 颤振, fc = 230.00 Hz, Xf = 0.3120, n_new = 6900.00 rpm, pass = 0.0003 s	
主轴数据: 6938	采集数据: X = -0.40109, Y = 0.20671, Z = -0.46796	
主轴数据: 6921	t = 11.7 s, 颤振, fc = 240.00 Hz, Xf = 0.3084, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 6921	采集数据: X = 0.10445, Y = -0.63237, Z = 0.46812	
主轴数据: 6938	t = 11.8 s, 颤振, fc = 230.00 Hz, Xf = 0.3112, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6938	采集数据: X = -0.88896, Y = 1.1685, Z = -0.27929	
主轴数据: 6945	t = 11.9 s, 颤振, fc = 230.00 Hz, Xf = 0.3084, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6886	采集数据: X = 0.85335, Y = -0.54668, Z = -0.15327	
主轴数据: 6886	t = 12.0 s, 颤振, fc = 230.00 Hz, Xf = 0.3239, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6940	采集数据: X = -0.5069, Y = 0.45989, Z = -0.2476	
主轴数据: 6940	t = 12.1 s, 颤振, fc = 230.00 Hz, Xf = 0.3083, n_new = 6900.00 rpm, pass = 0.0003 s	
主轴数据: 6893	采集数据: X = 0.5905, Y = -1.2371, Z = 0.77635	
主轴数据: 6893	t = 12.2 s, 颤振, fc = 240.00 Hz, Xf = 0.3083, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 6923	采集数据: X = -0.31603, Y = 0.3988, Z = -0.05583	
主轴数据: 6923	t = 12.3 s, 颤振, fc = 230.00 Hz, Xf = 0.3169, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6886	采集数据: X = -0.5189, Y = -0.61641, Z = 0.46471	
主轴数据: 6886	t = 12.4 s, 颤振, fc = 230.00 Hz, Xf = 0.3252, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6895	采集数据: X = -0.58989, Y = 0.52865, Z = 0.064951	
主轴数据: 6895	t = 12.5 s, 颤振, fc = 230.00 Hz, Xf = 0.3266, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6898	采集数据: X = 0.28431, Y = -0.54863, Z = 0.044232	
主轴数据: 6933	t = 12.6 s, 颤振, fc = 230.00 Hz, Xf = 0.3149, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6933	采集数据: X = -0.3212, Y = 0.4605, Z = -0.35175	
主轴数据: 6886	t = 12.7 s, 颤振, fc = 230.00 Hz, Xf = 0.3201, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6886	采集数据: X = 0.24272, Y = -0.66075, Z = 0.30785	
主轴数据: 6935	t = 12.8 s, 颤振, fc = 230.00 Hz, Xf = 0.3245, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6935	采集数据: X = -0.27189, Y = 0.14349, Z = 0.38165	
主轴数据: 6933	t = 12.9 s, 颤振, fc = 230.00 Hz, Xf = 0.3217, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6933	采集数据: X = 0.67038, Y = -0.28345, Z = 0.14563	
主轴数据: 6902	t = 13.0 s, 颤振, fc = 230.00 Hz, Xf = 0.3301, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6902	采集数据: X = -0.44151, Y = 0.034226, Z = 0.075006	
主轴数据: 6930	t = 13.1 s, 颤振, fc = 230.00 Hz, Xf = 0.3268, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6930	采集数据: X = 0.065178, Y = -0.0048136, Z = 0.11742	
主轴数据: 6902	t = 13.2 s, 颤振, fc = 230.00 Hz, Xf = 0.3151, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6902	采集数据: X = 0.0039882, Y = -0.094708, Z = 0.036797	
主轴数据: 6893	t = 13.3 s, 颤振, fc = 230.00 Hz, Xf = 0.3362, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6928	采集数据: X = -0.21983, Y = 0.61976, Z = -0.47948	
主轴数据: 6928	t = 13.4 s, 颤振, fc = 230.00 Hz, Xf = 0.3421, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6916	采集数据: X = 0.36108, Y = -0.78963, Z = 0.32437	
主轴数据: 6916	t = 13.5 s, 颤振, fc = 230.00 Hz, Xf = 0.3282, n_new = 6900.00 rpm, pass = 0.0006 s	
主轴数据: 6945	采集数据: X = -0.39433, Y = 0.97361, Z = -0.18758	
主轴数据: 6945	t = 13.6 s, 颤振, fc = 230.00 Hz, Xf = 0.3288, n_new = 6900.00 rpm, pass = 0.0006 s	
主轴数据: 6940	采集数据: X = 0.81085, Y = -1.1036, Z = 0.092861	
主轴数据: 6940	t = 13.7 s, 颤振, fc = 230.00 Hz, Xf = 0.3246, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6898	采集数据: X = -0.36242, Y = 1.4794, Z = -0.024325	
主轴数据: 6898	t = 13.8 s, 颤振, fc = 230.00 Hz, Xf = 0.3364, n_new = 6900.00 rpm, pass = 0.0003 s	
主轴数据: 6898	采集数据: X = 0.43482, Y = -0.5295, Z = 0.32315	
主轴数据: 6898	t = 13.9 s, 颤振, fc = 230.00 Hz, Xf = 0.3284, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6902	采集数据: X = -0.54404, Y = 0.10634, Z = 0.074457	
主轴数据: 6933	t = 14.0 s, 颤振, fc = 230.00 Hz, Xf = 0.3312, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6933	采集数据: X = 0.051053, Y = -0.6236, Z = -0.014696	
主轴数据: 6905	t = 14.1 s, 颤振, fc = 230.00 Hz, Xf = 0.3195, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6905	采集数据: X = -0.73736, Y = 0.0029822, Z = 0.25868	
主轴数据: 6933	t = 14.2 s, 颤振, fc = 230.00 Hz, Xf = 0.3216, n_new = 6900.00 rpm, pass = 0.0005 s	
主轴数据: 6933	采集数据: X = -0.20436, Y = 0.29386, Z = -0.45894	
主轴数据: 6923	t = 14.3 s, 颤振, fc = 230.00 Hz, Xf = 0.3373, n_new = 6900.00 rpm, pass = 0.0005 s	
主轴数据: 6923	采集数据: X = -0.13185, Y = -0.17967, Z = 0.019856	
主轴数据: 6914	t = 14.4 s, 颤振, fc = 230.00 Hz, Xf = 0.3297, n_new = 6900.00 rpm, pass = 0.0003 s	
主轴数据: 6914	采集数据: X = 0.14677, Y = 0.6666, Z = -0.21951	
主轴数据: 6926	t = 14.5 s, 颤振, fc = 230.00 Hz, Xf = 0.3383, n_new = 6900.00 rpm, pass = 0.0003 s	
主轴数据: 6926	采集数据: X = 0.68311, Y = -1.0669, Z = 0.29762	
主轴数据: 6888	t = 14.6 s, 颤振, fc = 230.00 Hz, Xf = 0.3371, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6888	采集数据: X = -0.21246, Y = 1.0209, Z = -0.11848	
主轴数据: 6940	t = 14.7 s, 颤振, fc = 230.00 Hz, Xf = 0.3288, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6902	采集数据: X = -0.055375, Y = -0.77081, Z = 0.17062	
主轴数据: 6902	t = 14.8 s, 颤振, fc = 230.00 Hz, Xf = 0.3105, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6874	采集数据: X = -0.39341, Y = 0.57177, Z = -0.05455	
主轴数据: 6874	t = 14.9 s, 颤振, fc = 230.00 Hz, Xf = 0.3151, n_new = 6900.00 rpm, pass = 0.0003 s	
主轴数据: 6947	采集数据: X = 0.5902, Y = -0.5898, Z = -0.0052507	
主轴数据: 6947	t = 15.0 s, 颤振, fc = 230.00 Hz, Xf = 0.3156, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6872	采集数据: X = -0.40255, Y = -0.098606, Z = 0.11395	
主轴数据: 6872	t = 15.1 s, 颤振, fc = 230.00 Hz, Xf = 0.3155, n_new = 6900.00 rpm, pass = 0.0003 s	
主轴数据: 6888	采集数据: X = 0.33003, Y = 0.036784, Z = -0.1955	
主轴数据: 6888	t = 15.2 s, 颤振, fc = 230.00 Hz, Xf = 0.3374, n_new = 6900.00 rpm, pass = 0.0003 s	
主轴数据: 6886	采集数据: X = 0.13477, Y = -0.23503, Z = 0.2939	
主轴数据: 6886	t = 15.3 s, 颤振, fc = 230.00 Hz, Xf = 0.3389, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6884	采集数据: X = -0.20887, Y = 0.80491, Z = -0.19501	
主轴数据: 6912	t = 15.4 s, 颤振, fc = 230.00 Hz, Xf = 0.3419, n_new = 6900.00 rpm, pass = 0.0004 s	
主轴数据: 6912	抑制开启，主轴转速开始调整	
主轴数据: 6928	采集数据: X = 0.27974, Y = -0.62975, Z = 0.39335	
主轴数据: 6928	t = 15.5 s, 颤振, fc = 230.00 Hz, Xf = 0.3306, n_new = 6900.00 rpm, pass = 0.0111 s	
主轴数据: 6933	采集数据: X = -0.40023, Y = -0.11755, Z = -0.00092405	
主轴数据: 6933	t = 15.6 s, 颤振, fc = 240.00 Hz, Xf = 0.3250, n_new = 7200.00 rpm, pass = 0.0040 s	
主轴数据: 6874	采集数据: X = -1.1296, Y = 0.73676, Z = 0.06032	
主轴数据: 6874	t = 15.7 s, 颤振, fc = 710.00 Hz, Xf = 0.2409, n_new = 5325.00 rpm, pass = 0.0005 s	
主轴数据: 6895	采集数据: X = -0.97871, Y = -0.10835, Z = -0.43389	
主轴数据: 6895	t = 15.8 s, 颤振, fc = 260.00 Hz, Xf = 1.0609, n_new = 5200.00 rpm, pass = 0.0005 s	
主轴数据: 6898	采集数据: X = -1.0476, Y = 1.7458, Z = -0.1356	
主轴数据: 6898	t = 15.9 s, 颤振, fc = 270.00 Hz, Xf = 1.0928, n_new = 5400.00 rpm, pass = 0.0048 s	
主轴数据: 6945	采集数据: X = 0.6948, Y = -0.44875, Z = -0.059243	
主轴数据: 6945	t = 16.0 s, 颤振, fc = 290.00 Hz, Xf = 0.5784, n_new = 5800.00 rpm, pass = 0.0003 s	
主轴数据: 6916	采集数据: X = 0.77145, Y = -0.10555, Z = -0.15961	
主轴数据: 6916	t = 16.1 s, 颤振, fc = 290.00 Hz, Xf = 0.9060, n_new = 5800.00 rpm, pass = 0.0004 s	
主轴数据: 6916	采集数据: X = 0.35573, Y = -0.65686, Z = 0.53595	
主轴数据: 6919	t = 16.2 s, 颤振, fc = 310.00 Hz, Xf = 0.7213, n_new = 6200.00 rpm, pass = 0.0004 s	
主轴数据: 6919	采集数据: X = 0.52621, Y = 1.1684, Z = -0.60349	
主轴数据: 6900	t = 16.3 s, 颤振, fc = 320.00 Hz, Xf = 0.6549, n_new = 6400.00 rpm, pass = 0.0003 s	
主轴数据: 6900	采集数据: X = -0.61437, Y = 0.54698, Z = -0.088798	
主轴数据: 6870	t = 16.4 s, 颤振, fc = 320.00 Hz, Xf = 0.9579, n_new = 9600.00 rpm, pass = 0.0011 s	
主轴数据: 6870	采集数据: X = -0.1131, Y = 2.4007, Z = -0.37088	
主轴数据: 6891	t = 16.5 s, 颤振, fc = 320.00 Hz, Xf = 0.9678, n_new = 9600.00 rpm, pass = 0.0004 s	
主轴数据: 6891	采集数据: X = 0.92507, Y = -0.57007, Z = -0.76296	
主轴数据: 6898	t = 16.6 s, 颤振, fc = 320.00 Hz, Xf = 0.9685, n_new = 9600.00 rpm, pass = 0.0005 s	
主轴数据: 6898	采集数据: X = 1.3305, Y = 0.76307, Z = -1.4751	
主轴数据: 6905	t = 16.7 s, 颤振, fc = 320.00 Hz, Xf = 0.9584, n_new = 9600.00 rpm, pass = 0.0004 s	
主轴数据: 6905	采集数据: X = -0.96629, Y = -0.57433, Z = -0.17472	
主轴数据: 6928	t = 16.8 s, 颤振, fc = 320.00 Hz, Xf = 0.9616, n_new = 9600.00 rpm, pass = 0.0004 s	
主轴数据: 6919	采集数据: X = -1.2953, Y = -1.9516, Z = 1.0854	
主轴数据: 6919	t = 16.9 s, 颤振, fc = 320.00 Hz, Xf = 0.9633, n_new = 9600.00 rpm, pass = 0.0004 s	
主轴数据: 6949	采集数据: X = 2.1028, Y = 1.4088, Z = -0.5392	
主轴数据: 6949	t = 17.0 s, 颤振, fc = 320.00 Hz, Xf = 0.9873, n_new = 9600.00 rpm, pass = 0.0004 s	
主轴数据: 6945	采集数据: X = 0.27505, Y = 0.65393, Z = -0.40781	
主轴数据: 6945	t = 17.1 s, 颤振, fc = 320.00 Hz, Xf = 0.9753, n_new = 9600.00 rpm, pass = 0.0003 s	
主轴数据: 6881	采集数据: X = 0.25033, Y = 0.93208, Z = 0.15008	
主轴数据: 6881	t = 17.2 s, 颤振, fc = 320.00 Hz, Xf = 0.9699, n_new = 9600.00 rpm, pass = 0.0003 s	
主轴数据: 6926	采集数据: X = -1.1903, Y = -4.6534, Z = 1.2539	
主轴数据: 6926	t = 17.3 s, 颤振, fc = 320.00 Hz, Xf = 0.9608, n_new = 9600.00 rpm, pass = 0.0003 s	
主轴数据: 6940	采集数据: X = 1.8018, Y = -2.3132, Z = 0.7039	
主轴数据: 6940	t = 17.4 s, 颤振, fc = 320.00 Hz, Xf = 0.9569, n_new = 9600.00 rpm, pass = 0.0003 s	
主轴数据: 6902	采集数据: X = -0.72981, Y = -1.0659, Z = 0.059345	
主轴数据: 6902	t = 17.5 s, 颤振, fc = 320.00 Hz, Xf = 0.9748, n_new = 9600.00 rpm, pass = 0.0006 s	
主轴数据: 6902	采集数据: X = 0.54143, Y = -0.81959, Z = 0.67483	
主轴数据: 6933	t = 17.6 s, 颤振, fc = 320.00 Hz, Xf = 0.9654, n_new = 9600.00 rpm, pass = 0.0003 s	
主轴数据: 6933	采集数据: X = 1.9905, Y = -0.37749, Z = 0.52376	
主轴数据: 6919	t = 17.7 s, 颤振, fc = 320.00 Hz, Xf = 0.9580, n_new = 9600.00 rpm, pass = 0.0003 s	
主轴数据: 6919	采集数据: X = 0.64749, Y = 0.57146, Z = -0.5069	
主轴数据: 6933	t = 17.8 s, 颤振, fc = 320.00 Hz, Xf = 0.9423, n_new = 9600.00 rpm, pass = 0.0003 s	
主轴数据: 6933	采集数据: X = 1.263, Y = 0.75168, Z = -0.26528	
主轴数据: 6923	t = 17.9 s, 颤振, fc = 320.00 Hz, Xf = 0.9580, n_new = 9600.00 rpm, pass = 0.0004 s	
主轴数据: 6923	采集数据: X = -1.6113, Y = -0.89724, Z = 0.73973	
主轴数据: 6926	t = 18.0 s, 颤振, fc = 320.00 Hz, Xf = 0.9730, n_new = 9600.00 rpm, pass = 0.0004 s	
主轴数据: 6926	采集数据: X = -1.0994, Y = 1.2413, Z = -0.33749	
	t = 18.1 s, 颤振, fc = 320.00 Hz, Xf = 0.9557, n_new = 9600.00 rpm, pass = 0.0016 s	
	采集数据: X = -2.0013, Y = 0.64887, Z = -0.46375	
	t = 18.2 s, 颤振, fc = 320.00 Hz, Xf = 0.9609, n_new = 9600.00 rpm, pass = 0.0003 s	
	采集数据: X = -1.0939, Y = 1.3296, Z = -0.62037	
	t = 18.3 s, 颤振, fc = 320.00 Hz, Xf = 0.9451, n_new = 9600.00 rpm, pass = 0.0004 s	
	采集数据: X = -1.6088, Y = 1.3273, Z = -0.21561	
	t = 18.4 s, 颤振, fc = 320.00 Hz, Xf = 0.9477, n_new = 9600.00 rpm, pass = 0.0004 s	
	采集数据: X = 0.84415, Y = 2.3354, Z = -0.58612	
	t = 18.5 s, 颤振, fc = 320.00 Hz, Xf = 0.9632, n_new = 9600.00 rpm, pass = 0.0006 s	
	采集数据: X = 0.82747, Y = -1.1381, Z = -0.89855	
