开始记录数据...	开始记录数据...	
主轴数据: 5013	t = 11.4 s, 稳定, fc = NaN Hz, Xf = 0.0959, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5013	采集数据: X = 0.14603, Y = 0.099759, Z = 0.3028	
主轴数据: 4978	t = 11.5 s, 稳定, fc = NaN Hz, Xf = 0.0979, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4978	采集数据: X = 0.4557, Y = 0.26018, Z = -0.15205	
主轴数据: 4997	t = 11.6 s, 稳定, fc = NaN Hz, Xf = 0.1988, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4997	采集数据: X = -0.32333, Y = 0.022167, Z = 0.2134	
主轴数据: 5002	t = 11.7 s, 稳定, fc = NaN Hz, Xf = 0.1965, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5002	采集数据: X = -0.11918, Y = 0.010961, Z = 0.12851	
主轴数据: 5027	t = 11.8 s, 稳定, fc = NaN Hz, Xf = 0.0979, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 5027	采集数据: X = -0.25788, Y = 0.081122, Z = 0.089326	
主轴数据: 5025	t = 11.9 s, 稳定, fc = NaN Hz, Xf = 0.0953, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5025	采集数据: X = 0.12162, Y = 0.1388, Z = -0.32165	
主轴数据: 4978	t = 12.0 s, 稳定, fc = NaN Hz, Xf = 0.0680, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4995	采集数据: X = 0.44632, Y = -0.21512, Z = 0.093531	
主轴数据: 4995	t = 12.1 s, 稳定, fc = NaN Hz, Xf = 0.0650, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5023	采集数据: X = 0.14463, Y = 0.1899, Z = 0.057943	
主轴数据: 5023	t = 12.2 s, 稳定, fc = NaN Hz, Xf = 0.1985, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 5013	采集数据: X = -0.1165, Y = 0.19538, Z = 0.11041	
主轴数据: 5013	t = 12.3 s, 稳定, fc = NaN Hz, Xf = 0.1943, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4973	采集数据: X = -0.25953, Y = 0.17662, Z = 0.17342	
主轴数据: 4973	t = 12.4 s, 稳定, fc = NaN Hz, Xf = 0.0967, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4997	采集数据: X = -0.095986, Y = -0.10914, Z = 0.016261	
主轴数据: 4997	t = 12.5 s, 稳定, fc = NaN Hz, Xf = 0.0965, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5013	采集数据: X = 0.088619, Y = -0.089958, Z = 0.21547	
主轴数据: 5013	t = 12.6 s, 稳定, fc = NaN Hz, Xf = 0.1962, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5016	采集数据: X = 0.26294, Y = -0.12571, Z = -0.3381	
主轴数据: 5016	t = 12.7 s, 稳定, fc = NaN Hz, Xf = 0.0974, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4992	采集数据: X = -0.010929, Y = -0.084416, Z = 0.088047	
主轴数据: 5009	t = 12.8 s, 稳定, fc = NaN Hz, Xf = 0.0983, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5009	采集数据: X = -0.22817, Y = 0.23935, Z = -0.15528	
主轴数据: 4999	t = 12.9 s, 稳定, fc = NaN Hz, Xf = 0.0976, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 4999	采集数据: X = -0.44206, Y = -0.038676, Z = 0.11718	
主轴数据: 5006	t = 13.0 s, 稳定, fc = NaN Hz, Xf = 0.0968, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5006	采集数据: X = 0.34337, Y = -0.00091572, Z = 0.033445	
主轴数据: 5013	t = 13.1 s, 稳定, fc = NaN Hz, Xf = 0.0967, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5013	采集数据: X = 0.017566, Y = -0.27151, Z = 0.028327	
主轴数据: 5027	t = 13.2 s, 稳定, fc = NaN Hz, Xf = 0.0966, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5027	采集数据: X = -0.011842, Y = 0.11766, Z = 0.041672	
主轴数据: 5020	t = 13.3 s, 稳定, fc = NaN Hz, Xf = 0.0969, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5020	采集数据: X = -0.23791, Y = -0.11073, Z = 0.058613	
主轴数据: 5002	t = 13.4 s, 稳定, fc = NaN Hz, Xf = 0.0984, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5002	采集数据: X = -0.19048, Y = 0.016503, Z = -0.14249	
主轴数据: 4990	t = 13.5 s, 稳定, fc = NaN Hz, Xf = 0.0995, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4990	采集数据: X = -0.099031, Y = 0.073814, Z = -0.26448	
主轴数据: 4990	t = 13.6 s, 稳定, fc = NaN Hz, Xf = 0.0983, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 5004	采集数据: X = -0.011964, Y = 0.018513, Z = 0.06684	
主轴数据: 5004	t = 13.7 s, 稳定, fc = NaN Hz, Xf = 0.0979, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5016	采集数据: X = 0.40687, Y = -0.068093, Z = -0.3058	
主轴数据: 5016	t = 13.8 s, 稳定, fc = NaN Hz, Xf = 0.0984, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5030	采集数据: X = 0.035344, Y = -0.016812, Z = 0.22961	
主轴数据: 5030	t = 13.9 s, 稳定, fc = NaN Hz, Xf = 0.0989, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5030	采集数据: X = -0.20576, Y = -0.0057272, Z = 0.014798	
主轴数据: 5030	t = 14.0 s, 稳定, fc = NaN Hz, Xf = 0.0861, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5025	采集数据: X = -0.29855, Y = 0.046651, Z = 0.1878	
主轴数据: 5025	t = 14.1 s, 稳定, fc = NaN Hz, Xf = 0.0980, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5020	采集数据: X = -0.032482, Y = -0.0017684, Z = -0.13731	
主轴数据: 4980	t = 14.2 s, 稳定, fc = NaN Hz, Xf = 0.0972, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 4980	采集数据: X = -0.21155, Y = -0.016385, Z = -0.13724	
主轴数据: 4988	t = 14.3 s, 稳定, fc = NaN Hz, Xf = 0.0983, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4988	采集数据: X = 0.36206, Y = 0.26932, Z = -0.085142	
主轴数据: 5020	t = 14.4 s, 稳定, fc = NaN Hz, Xf = 0.0982, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5020	采集数据: X = 0.38909, Y = -0.082771, Z = -0.1827	
主轴数据: 5020	t = 14.5 s, 稳定, fc = NaN Hz, Xf = 0.0976, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5020	采集数据: X = 0.018905, Y = 0.14257, Z = 0.10548	
主轴数据: 5018	t = 14.6 s, 稳定, fc = NaN Hz, Xf = 0.0991, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5018	采集数据: X = -0.22598, Y = 0.10853, Z = 0.12711	
主轴数据: 4995	t = 14.7 s, 稳定, fc = NaN Hz, Xf = 0.0972, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4995	采集数据: X = -0.24528, Y = 0.098054, Z = 0.16093	
主轴数据: 4992	t = 14.8 s, 稳定, fc = NaN Hz, Xf = 0.0963, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5025	采集数据: X = 0.24205, Y = -0.046533, Z = -0.16339	
主轴数据: 5025	t = 14.9 s, 稳定, fc = NaN Hz, Xf = 0.0987, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5016	采集数据: X = -0.19371, Y = -0.33954, Z = 0.16385	
主轴数据: 5016	t = 15.0 s, 稳定, fc = NaN Hz, Xf = 0.0967, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5027	采集数据: X = 0.38142, Y = 0.13216, Z = -0.26893	
主轴数据: 5027	t = 15.1 s, 稳定, fc = NaN Hz, Xf = 0.0973, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4976	采集数据: X = 0.24333, Y = -0.066327, Z = 0.1563	
主轴数据: 4976	t = 15.2 s, 稳定, fc = NaN Hz, Xf = 0.0980, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4995	采集数据: X = -0.11937, Y = 0.30909, Z = -0.17033	
主轴数据: 4995	t = 15.3 s, 稳定, fc = NaN Hz, Xf = 0.0985, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 4997	采集数据: X = -0.16199, Y = -0.049213, Z = 0.32729	
主轴数据: 4997	t = 15.4 s, 稳定, fc = NaN Hz, Xf = 0.0661, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 4999	采集数据: X = -0.040824, Y = -0.035814, Z = 0.18476	
主轴数据: 4999	t = 15.5 s, 稳定, fc = NaN Hz, Xf = 0.0665, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5030	采集数据: X = 0.12259, Y = -0.13436, Z = -0.22274	
主轴数据: 5023	t = 15.6 s, 稳定, fc = NaN Hz, Xf = 0.0973, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5023	采集数据: X = -0.084235, Y = -0.25342, Z = 0.22735	
主轴数据: 4969	t = 15.7 s, 稳定, fc = NaN Hz, Xf = 0.0984, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 4969	采集数据: X = -0.12844, Y = -0.069007, Z = -0.26613	
主轴数据: 5016	t = 15.8 s, 稳定, fc = NaN Hz, Xf = 0.0984, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5016	采集数据: X = 0.23858, Y = 0.21268, Z = 0.075006	
主轴数据: 4997	t = 15.9 s, 稳定, fc = NaN Hz, Xf = 0.1954, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4997	采集数据: X = -0.11139, Y = 0.32651, Z = -0.19398	
主轴数据: 4990	t = 16.0 s, 稳定, fc = NaN Hz, Xf = 0.1927, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4990	采集数据: X = -0.20552, Y = 0.085203, Z = 0.21712	
主轴数据: 5002	t = 16.1 s, 稳定, fc = NaN Hz, Xf = 0.1933, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5002	采集数据: X = 0.26848, Y = -0.034352, Z = -0.27716	
主轴数据: 4988	t = 16.2 s, 稳定, fc = NaN Hz, Xf = 0.1918, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 4988	采集数据: X = -0.18427, Y = -0.24313, Z = 0.17428	
主轴数据: 4980	t = 16.3 s, 稳定, fc = NaN Hz, Xf = 0.1928, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5027	采集数据: X = -0.033944, Y = 0.062912, Z = 0.16501	
主轴数据: 5027	t = 16.4 s, 稳定, fc = NaN Hz, Xf = 0.0979, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5030	采集数据: X = -0.37162, Y = -0.044767, Z = 0.063793	
主轴数据: 5030	t = 16.5 s, 稳定, fc = NaN Hz, Xf = 0.0999, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4978	采集数据: X = -0.0039879, Y = 0.099881, Z = -0.21013	
主轴数据: 4978	t = 16.6 s, 稳定, fc = NaN Hz, Xf = 0.1931, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 4990	采集数据: X = -0.2398, Y = 0.10372, Z = -0.26485	
主轴数据: 4990	t = 16.7 s, 稳定, fc = NaN Hz, Xf = 0.1913, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5027	采集数据: X = -0.015191, Y = -0.079117, Z = 0.090545	
主轴数据: 5027	t = 16.8 s, 稳定, fc = NaN Hz, Xf = 0.0995, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5016	采集数据: X = 0.66344, Y = 0.059867, Z = -0.22512	
主轴数据: 5016	t = 16.9 s, 稳定, fc = NaN Hz, Xf = 0.0987, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4992	采集数据: X = -0.18835, Y = -0.12358, Z = 0.46483	
主轴数据: 4992	t = 17.0 s, 稳定, fc = NaN Hz, Xf = 0.0980, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4997	采集数据: X = -0.30939, Y = 0.066018, Z = 0.075737	
主轴数据: 5055	t = 17.1 s, 稳定, fc = NaN Hz, Xf = 0.0996, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5055	采集数据: X = -0.36705, Y = 0.02509, Z = 0.022233	
主轴数据: 5011	t = 17.2 s, 稳定, fc = NaN Hz, Xf = 0.1869, n_new = NaN rpm, pass = 0.0005 s	
主轴数据: 5011	采集数据: X = -0.05915, Y = -0.096535, Z = -0.2108	
主轴数据: 5018	t = 17.3 s, 稳定, fc = NaN Hz, Xf = 0.0985, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 5018	采集数据: X = 0.097752, Y = -0.11998, Z = 0.10432	
主轴数据: 4995	t = 17.4 s, 稳定, fc = NaN Hz, Xf = 0.0980, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4995	采集数据: X = 0.36949, Y = 0.10621, Z = -0.10677	
主轴数据: 4999	t = 17.5 s, 稳定, fc = NaN Hz, Xf = 0.1859, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4999	采集数据: X = 0.46221, Y = 0.13935, Z = -0.017317	
主轴数据: 4978	t = 17.6 s, 稳定, fc = NaN Hz, Xf = 0.1870, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4978	采集数据: X = -0.11669, Y = 0.32261, Z = 0.022476	
主轴数据: 5020	t = 17.7 s, 稳定, fc = NaN Hz, Xf = 0.1856, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5020	采集数据: X = -0.39932, Y = -0.14538, Z = 0.35124	
主轴数据: 4997	t = 17.8 s, 稳定, fc = NaN Hz, Xf = 0.0997, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4978	采集数据: X = 0.18214, Y = 0.0030431, Z = 0.10078	
主轴数据: 4978	t = 17.9 s, 稳定, fc = NaN Hz, Xf = 0.0994, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 4999	采集数据: X = 0.15712, Y = -0.19471, Z = -0.33194	
主轴数据: 4999	t = 18.0 s, 稳定, fc = NaN Hz, Xf = 0.0683, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4983	采集数据: X = -0.048191, Y = -0.063586, Z = 0.14039	
主轴数据: 4983	t = 18.1 s, 稳定, fc = NaN Hz, Xf = 0.0673, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5027	采集数据: X = 0.15072, Y = 0.17772, Z = -0.25041	
主轴数据: 5027	t = 18.2 s, 稳定, fc = NaN Hz, Xf = 0.0974, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4983	采集数据: X = -0.10548, Y = 0.23265, Z = 0.017662	
主轴数据: 4983	t = 18.3 s, 稳定, fc = NaN Hz, Xf = 0.0993, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4988	采集数据: X = -0.027368, Y = 0.33193, Z = -0.053636	
主轴数据: 4988	t = 18.4 s, 稳定, fc = NaN Hz, Xf = 0.0989, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4950	抑制开启，主轴转速开始调整	
主轴数据: 4950	采集数据: X = -0.071328, Y = -0.15872, Z = 0.11541	
主轴数据: 5011	t = 18.5 s, 稳定, fc = NaN Hz, Xf = 0.0999, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5027	采集数据: X = 0.26251, Y = 0.040865, Z = -0.044678	
	t = 18.6 s, 稳定, fc = NaN Hz, Xf = 0.1892, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.010442, Y = -0.25659, Z = -0.054489	
	t = 18.7 s, 稳定, fc = NaN Hz, Xf = 0.0995, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.35639, Y = -0.11755, Z = 0.15977	
	t = 18.8 s, 稳定, fc = NaN Hz, Xf = 0.1011, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.20321, Y = 0.13186, Z = -0.058268	
	t = 18.9 s, 稳定, fc = NaN Hz, Xf = 0.0986, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.11608, Y = -0.069555, Z = -0.13798	
	t = 19.0 s, 稳定, fc = NaN Hz, Xf = 0.1002, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.14786, Y = 0.090014, Z = -0.24498	
