开始记录数据...	开始记录数据...	
	采集数据: X = 0.029804, Y = -0.026617, Z = 0.18128	
主轴转速: 4976	t = 6.7 s, 稳定, fc = NaN Hz, Xf = 0.0992, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.029012, Y = -0.096657, Z = -0.29885	
主轴转速: 4976	t = 6.8 s, 稳定, fc = NaN Hz, Xf = 0.0989, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.15949, Y = -0.093977, Z = 0.16727	
主轴转速: 5011	t = 6.9 s, 稳定, fc = NaN Hz, Xf = 0.1005, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.11632, Y = 0.16066, Z = -0.19782	
主轴转速: 5011	t = 7.0 s, 稳定, fc = NaN Hz, Xf = 0.0999, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.24991, Y = 0.07558, Z = 0.017358	
主轴转速: 5020	t = 7.1 s, 稳定, fc = NaN Hz, Xf = 0.1018, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.09209, Y = 0.21487, Z = -0.012015	
主轴转速: 5020	t = 7.2 s, 稳定, fc = NaN Hz, Xf = 0.0997, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.05635, Y = -0.088983, Z = 0.24271	
主轴转速: 5025	t = 7.3 s, 稳定, fc = NaN Hz, Xf = 0.1005, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.1092, Y = -0.015411, Z = 0.14661	
主轴转速: 5025	t = 7.4 s, 稳定, fc = NaN Hz, Xf = 0.1006, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.16138, Y = -0.15622, Z = -0.18411	
主轴转速: 5011	t = 7.5 s, 稳定, fc = NaN Hz, Xf = 0.0999, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.23505, Y = -0.046655, Z = 0.1981	
主轴转速: 5011	t = 7.6 s, 稳定, fc = NaN Hz, Xf = 0.1000, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.032909, Y = -0.010539, Z = -0.21622	
主轴转速: 4992	t = 7.7 s, 稳定, fc = NaN Hz, Xf = 0.0990, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.14159, Y = 0.0338, Z = -0.076001	
主轴转速: 4992	t = 7.8 s, 稳定, fc = NaN Hz, Xf = 0.1010, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.032848, Y = 0.10963, Z = -0.03962	
主轴转速: 5018	t = 7.9 s, 稳定, fc = NaN Hz, Xf = 0.0983, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.18634, Y = -0.065474, Z = 0.31443	
主轴转速: 4999	t = 8.0 s, 稳定, fc = NaN Hz, Xf = 0.0979, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.17617, Y = 0.050183, Z = 0.20334	
主轴转速: 4999	t = 8.1 s, 稳定, fc = NaN Hz, Xf = 0.0944, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.10074, Y = -0.14934, Z = 0.071045	
主轴转速: 4959	t = 8.2 s, 稳定, fc = NaN Hz, Xf = 0.0898, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.33484, Y = 0.075276, Z = -0.30367	
主轴转速: 4959	t = 8.3 s, 稳定, fc = NaN Hz, Xf = 0.0921, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.3486, Y = 0.16298, Z = -0.19465	
主轴转速: 4962	t = 8.4 s, 稳定, fc = NaN Hz, Xf = 0.1382, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.08801, Y = -0.057069, Z = 0.46197	
主轴转速: 4962	t = 8.5 s, 颤振, fc = 230.00 Hz, Xf = 0.1657, n_new = 6900.00 rpm, pass = 0.0013 s	
	采集数据: X = 0.61808, Y = -0.36646, Z = 0.2708	
主轴转速: 4976	t = 8.6 s, 颤振, fc = 230.00 Hz, Xf = 0.3101, n_new = 6900.00 rpm, pass = 0.0015 s	
	采集数据: X = -0.23803, Y = 0.13052, Z = -0.46583	
主轴转速: 4976	t = 8.7 s, 颤振, fc = 240.00 Hz, Xf = 0.2899, n_new = 7200.00 rpm, pass = 0.0012 s	
	采集数据: X = 0.10609, Y = -0.35124, Z = 0.33637	
主轴转速: 5020	t = 8.8 s, 颤振, fc = 240.00 Hz, Xf = 0.2368, n_new = 7200.00 rpm, pass = 0.0014 s	
	采集数据: X = 0.45387, Y = 0.27748, Z = -0.32737	
主轴转速: 5020	t = 8.9 s, 颤振, fc = 240.00 Hz, Xf = 0.2199, n_new = 7200.00 rpm, pass = 0.0025 s	
	采集数据: X = 0.16138, Y = 0.0030431, Z = 0.060563	
主轴转速: 4995	t = 9.0 s, 稳定, fc = NaN Hz, Xf = 0.1062, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.081618, Y = 0.17973, Z = -0.077037	
主轴转速: 4995	t = 9.1 s, 稳定, fc = NaN Hz, Xf = 0.1073, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.0061798, Y = -0.28327, Z = 0.33071	
主轴转速: 4990	t = 9.2 s, 稳定, fc = NaN Hz, Xf = 0.1090, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.043016, Y = 0.11383, Z = 0.074518	
主轴转速: 4990	t = 9.3 s, 稳定, fc = NaN Hz, Xf = 0.1058, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.026333, Y = -0.25994, Z = -0.30239	
主轴转速: 4999	t = 9.4 s, 稳定, fc = NaN Hz, Xf = 0.1082, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.40443, Y = -0.19307, Z = 0.13284	
主轴转速: 4999	t = 9.5 s, 稳定, fc = NaN Hz, Xf = 0.1080, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.15042, Y = 0.14745, Z = -0.10434	
主轴转速: 4997	t = 9.6 s, 稳定, fc = NaN Hz, Xf = 0.1070, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.042955, Y = 0.0008505, Z = -0.24419	
主轴转速: 5027	t = 9.7 s, 稳定, fc = NaN Hz, Xf = 0.1072, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.1439, Y = 0.31299, Z = -0.2799	
主轴转速: 5027	t = 9.8 s, 稳定, fc = NaN Hz, Xf = 0.1056, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.18019, Y = -0.021501, Z = 0.24186	
主轴转速: 4999	t = 9.9 s, 稳定, fc = NaN Hz, Xf = 0.1049, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.069623, Y = 0.18643, Z = -0.27643	
主轴转速: 4999	t = 10.0 s, 稳定, fc = NaN Hz, Xf = 0.1051, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.28802, Y = -0.33181, Z = 0.2875	
主轴转速: 5011	t = 10.1 s, 稳定, fc = NaN Hz, Xf = 0.1058, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.32108, Y = -0.20671, Z = 0.10517	
主轴转速: 5011	t = 10.2 s, 稳定, fc = NaN Hz, Xf = 0.1086, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.19663, Y = -0.03423, Z = -0.035781	
主轴转速: 5018	t = 10.3 s, 稳定, fc = NaN Hz, Xf = 0.1044, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.20248, Y = 0.19325, Z = -0.25339	
主轴转速: 5018	t = 10.4 s, 稳定, fc = NaN Hz, Xf = 0.1054, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.017261, Y = -0.015106, Z = -0.0016553	
主轴转速: 4969	t = 10.5 s, 稳定, fc = NaN Hz, Xf = 0.1072, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.20601, Y = 0.22821, Z = 0.27348	
主轴转速: 4969	t = 10.6 s, 稳定, fc = NaN Hz, Xf = 0.1057, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.25033, Y = -0.0099296, Z = -0.11732	
主轴转速: 5006	t = 10.7 s, 稳定, fc = NaN Hz, Xf = 0.1069, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.034248, Y = 0.011265, Z = 0.20347	
主轴转速: 5006	t = 10.8 s, 稳定, fc = NaN Hz, Xf = 0.1041, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.16028, Y = -0.038981, Z = 0.17434	
主轴转速: 5027	t = 10.9 s, 稳定, fc = NaN Hz, Xf = 0.1054, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.032361, Y = 0.046468, Z = -0.11171	
主轴转速: 5027	t = 11.0 s, 稳定, fc = NaN Hz, Xf = 0.0919, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.060612, Y = 0.19276, Z = -0.31903	
主轴转速: 4990	t = 11.1 s, 稳定, fc = NaN Hz, Xf = 0.0922, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.075346, Y = -0.33224, Z = 0.17671	
主轴转速: 4990	t = 11.2 s, 稳定, fc = NaN Hz, Xf = 0.1054, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.049531, Y = 0.24495, Z = -0.18465	
主轴转速: 5023	t = 11.3 s, 稳定, fc = NaN Hz, Xf = 0.1040, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.37588, Y = 0.093608, Z = 0.092983	
主轴转速: 5023	t = 11.4 s, 稳定, fc = NaN Hz, Xf = 0.1072, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.081008, Y = 0.13929, Z = 0.068363	
主轴转速: 4990	t = 11.5 s, 稳定, fc = NaN Hz, Xf = 0.1067, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.046243, Y = -0.0021947, Z = 0.021258	
主轴转速: 4990	t = 11.6 s, 稳定, fc = NaN Hz, Xf = 0.1076, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.017505, Y = 0.03112, Z = 0.13771	
主轴转速: 4973	t = 11.7 s, 稳定, fc = NaN Hz, Xf = 0.1046, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.27755, Y = -0.15811, Z = -0.34687	
主轴转速: 5030	t = 11.8 s, 稳定, fc = NaN Hz, Xf = 0.1071, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.079364, Y = -0.24679, Z = 0.31419	
主轴转速: 5030	t = 11.9 s, 稳定, fc = NaN Hz, Xf = 0.1076, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.055863, Y = 0.14391, Z = -0.30879	
主轴转速: 5011	t = 12.0 s, 稳定, fc = NaN Hz, Xf = 0.1064, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.012938, Y = 0.10488, Z = 0.018698	
主轴转速: 5011	t = 12.1 s, 稳定, fc = NaN Hz, Xf = 0.1066, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.093429, Y = 0.33662, Z = -0.082034	
主轴转速: 4985	t = 12.2 s, 稳定, fc = NaN Hz, Xf = 0.1045, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.027977, Y = -0.015411, Z = 0.083111	
主轴转速: 4985	t = 12.3 s, 稳定, fc = NaN Hz, Xf = 0.1075, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.19316, Y = 0.010473, Z = -0.029931	
主轴转速: 4978	t = 12.4 s, 稳定, fc = NaN Hz, Xf = 0.1042, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.23724, Y = -0.21378, Z = -0.14395	
主轴转速: 4978	t = 12.5 s, 稳定, fc = NaN Hz, Xf = 0.1054, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.066213, Y = -0.10628, Z = 0.064098	
主轴转速: 5023	t = 12.6 s, 稳定, fc = NaN Hz, Xf = 0.1025, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.067614, Y = 0.076311, Z = -0.13645	
主轴转速: 5023	t = 12.7 s, 稳定, fc = NaN Hz, Xf = 0.1051, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.14287, Y = 0.093425, Z = -0.19623	
主轴转速: 4992	t = 12.8 s, 稳定, fc = NaN Hz, Xf = 0.1051, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.18573, Y = 0.028745, Z = -0.14992	
主轴转速: 4992	t = 12.9 s, 稳定, fc = NaN Hz, Xf = 0.1050, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.028951, Y = -0.087704, Z = 0.3644	
主轴转速: 5004	t = 13.0 s, 稳定, fc = NaN Hz, Xf = 0.1040, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.060368, Y = 0.15701, Z = -0.10604	
主轴转速: 5004	t = 13.1 s, 稳定, fc = NaN Hz, Xf = 0.1076, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.23554, Y = -0.21597, Z = 0.18372	
主轴转速: 4978	t = 13.2 s, 稳定, fc = NaN Hz, Xf = 0.1063, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.23383, Y = -0.039529, Z = -0.046872	
主轴转速: 4978	t = 13.3 s, 稳定, fc = NaN Hz, Xf = 0.1053, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.01994, Y = 0.0057837, Z = -0.12164	
主轴转速: 4999	t = 13.4 s, 稳定, fc = NaN Hz, Xf = 0.0603, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.021645, Y = 0.071439, Z = -0.26357	
主轴转速: 4997	t = 13.5 s, 稳定, fc = NaN Hz, Xf = 0.0655, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.014095, Y = 0.074484, Z = -0.17027	
主轴转速: 4997	t = 13.6 s, 稳定, fc = NaN Hz, Xf = 0.0639, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.10524, Y = 0.12357, Z = 0.46575	
主轴转速: 5027	t = 13.7 s, 稳定, fc = NaN Hz, Xf = 0.1073, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.033579, Y = 0.28004, Z = -0.067287	
主轴转速: 5027	t = 13.8 s, 稳定, fc = NaN Hz, Xf = 0.1074, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.02822, Y = -0.17516, Z = 0.29987	
主轴转速: 4995	t = 13.9 s, 稳定, fc = NaN Hz, Xf = 0.1030, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.041981, Y = -0.053902, Z = 0.0085215	
主轴转速: 4995	t = 14.0 s, 稳定, fc = NaN Hz, Xf = 0.1062, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.11681, Y = 0.0012768, Z = -0.12621	
主轴转速: 5002	t = 14.1 s, 稳定, fc = NaN Hz, Xf = 0.1041, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.21922, Y = 0.16085, Z = -0.27911	
主轴转速: 5002	t = 14.2 s, 稳定, fc = NaN Hz, Xf = 0.1078, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.048252, Y = -0.11328, Z = -0.0067742	
主轴转速: 4990	t = 14.3 s, 稳定, fc = NaN Hz, Xf = 0.1063, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.13775, Y = 0.28046, Z = 0.081343	
主轴转速: 4990	t = 14.4 s, 稳定, fc = NaN Hz, Xf = 0.1055, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.017992, Y = -0.18436, Z = 0.079028	
主轴转速: 5023	t = 14.5 s, 稳定, fc = NaN Hz, Xf = 0.1065, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.12966, Y = 0.013275, Z = 0.045938	
主轴转速: 5023	t = 14.6 s, 稳定, fc = NaN Hz, Xf = 0.0729, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.2429, Y = -0.0068843, Z = 0.10621	
主轴转速: 4988	t = 14.7 s, 稳定, fc = NaN Hz, Xf = 0.0728, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.13093, Y = 0.14532, Z = 0.12443	
主轴转速: 4988	t = 14.8 s, 稳定, fc = NaN Hz, Xf = 0.1063, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.068222, Y = -0.0052399, Z = -0.28642	
主轴转速: 4985	t = 14.9 s, 稳定, fc = NaN Hz, Xf = 0.1077, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.069136, Y = -0.35641, Z = 0.30225	
主轴转速: 4985	t = 15.0 s, 稳定, fc = NaN Hz, Xf = 0.1063, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.078999, Y = 0.13904, Z = -0.26991	
主轴转速: 5020	t = 15.1 s, 稳定, fc = NaN Hz, Xf = 0.1073, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.14512, Y = -0.042148, Z = 0.10346	
主轴转速: 5020	t = 15.2 s, 稳定, fc = NaN Hz, Xf = 0.1086, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.0036837, Y = 0.23491, Z = 0.12955	
主轴转速: 4990	t = 15.3 s, 稳定, fc = NaN Hz, Xf = 0.1053, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.023898, Y = -0.11097, Z = 0.10426	
主轴转速: 4988	t = 15.4 s, 稳定, fc = NaN Hz, Xf = 0.1041, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.18317, Y = -0.060906, Z = 0.071167	
主轴转速: 4988	t = 15.5 s, 稳定, fc = NaN Hz, Xf = 0.1076, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.39567, Y = -0.1265, Z = -0.12859	
主轴转速: 5004	t = 15.6 s, 稳定, fc = NaN Hz, Xf = 0.1082, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.076077, Y = -0.0039, Z = 0.14728	
主轴转速: 5004	t = 15.7 s, 稳定, fc = NaN Hz, Xf = 0.1073, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.059333, Y = 0.19203, Z = -0.11208	
主轴转速: 5016	t = 15.8 s, 稳定, fc = NaN Hz, Xf = 0.1046, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.10323, Y = 0.1715, Z = -0.057536	
主轴转速: 5016	t = 15.9 s, 稳定, fc = NaN Hz, Xf = 0.1065, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.085758, Y = 0.034774, Z = -0.25315	
主轴转速: 4997	t = 16.0 s, 稳定, fc = NaN Hz, Xf = 0.1042, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.16211, Y = -0.045985, Z = 0.2017	
主轴转速: 4997	t = 16.1 s, 稳定, fc = NaN Hz, Xf = 0.1083, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.029499, Y = 0.1782, Z = -0.022801	
主轴转速: 4969	t = 16.2 s, 稳定, fc = NaN Hz, Xf = 0.0623, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.19243, Y = -0.13357, Z = 0.36373	
主轴转速: 4969	t = 16.3 s, 稳定, fc = NaN Hz, Xf = 0.0617, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.10926, Y = 0.12077, Z = -0.10732	
主轴转速: 5018	t = 16.4 s, 稳定, fc = NaN Hz, Xf = 0.1072, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.099152, Y = 0.040621, Z = -0.25224	
主轴转速: 5018	t = 16.5 s, 稳定, fc = NaN Hz, Xf = 0.1059, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.049835, Y = 0.20622, Z = -0.046872	
主轴转速: 5016	t = 16.6 s, 稳定, fc = NaN Hz, Xf = 0.1064, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.38191, Y = -0.11347, Z = -0.10793	
主轴转速: 5016	t = 16.7 s, 稳定, fc = NaN Hz, Xf = 0.1051, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.022619, Y = 0.16322, Z = 0.31498	
主轴转速: 5013	t = 16.8 s, 稳定, fc = NaN Hz, Xf = 0.1048, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.058846, Y = 0.064983, Z = 0.14533	
主轴转速: 5013	t = 16.9 s, 稳定, fc = NaN Hz, Xf = 0.1077, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.17739, Y = 0.01833, Z = 0.030886	
主轴转速: 5002	t = 17.0 s, 稳定, fc = NaN Hz, Xf = 0.1081, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.17654, Y = -0.13704, Z = -0.13048	
主轴转速: 4999	t = 17.1 s, 稳定, fc = NaN Hz, Xf = 0.1065, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.02341, Y = 0.1399, Z = 0.097005	
主轴转速: 4999	t = 17.2 s, 稳定, fc = NaN Hz, Xf = 0.1044, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.22373, Y = 0.099637, Z = -0.22427	
主轴转速: 5027	t = 17.3 s, 稳定, fc = NaN Hz, Xf = 0.1075, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.2127, Y = -0.1938, Z = 0.016565	
主轴转速: 5027	t = 17.4 s, 稳定, fc = NaN Hz, Xf = 0.1060, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.10548, Y = 0.27912, Z = -0.18398	
主轴转速: 5004	t = 17.5 s, 稳定, fc = NaN Hz, Xf = 0.1072, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.1109, Y = -0.057861, Z = 0.15289	
主轴转速: 5004	t = 17.6 s, 稳定, fc = NaN Hz, Xf = 0.1075, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.19493, Y = 0.23417, Z = 0.14984	
主轴转速: 5011	t = 17.7 s, 稳定, fc = NaN Hz, Xf = 0.0742, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.015069, Y = -0.29326, Z = -0.20032	
主轴转速: 5011	t = 17.8 s, 稳定, fc = NaN Hz, Xf = 0.1057, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.18177, Y = 0.035992, Z = 0.24399	
主轴转速: 4969	t = 17.9 s, 稳定, fc = NaN Hz, Xf = 0.1074, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.041555, Y = -0.012305, Z = -0.36924	
主轴转速: 4969	t = 18.0 s, 稳定, fc = NaN Hz, Xf = 0.1056, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.010746, Y = 0.039281, Z = 0.088108	
主轴转速: 5020	t = 18.1 s, 稳定, fc = NaN Hz, Xf = 0.1079, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.096961, Y = 0.31384, Z = -0.21567	
主轴转速: 5020	t = 18.2 s, 稳定, fc = NaN Hz, Xf = 0.0615, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.12746, Y = -0.21207, Z = 0.17769	
主轴转速: 5009	t = 18.3 s, 稳定, fc = NaN Hz, Xf = 0.0612, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.045938, Y = 0.030633, Z = -0.08831	
主轴转速: 5009	t = 18.4 s, 稳定, fc = NaN Hz, Xf = 0.1047, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.10506, Y = 0.0054792, Z = 0.078845	
主轴转速: 4992	t = 18.5 s, 稳定, fc = NaN Hz, Xf = 0.1079, n_new = NaN rpm, pass = 0.0002 s	
	抑制开启，主轴转速开始调整	
主轴转速: 4992	采集数据: X = -0.41113, Y = 0.13045, Z = 0.10797	
	t = 18.6 s, 稳定, fc = NaN Hz, Xf = 0.1104, n_new = NaN rpm, pass = 0.0004 s	
主轴转速: 5004	采集数据: X = -0.21532, Y = 0.055664, Z = 0.17872	
	t = 18.7 s, 稳定, fc = NaN Hz, Xf = 0.1042, n_new = NaN rpm, pass = 0.0002 s	
主轴转速: 5004	采集数据: X = 0.10573, Y = 0.071195, Z = -0.3019	
	t = 18.8 s, 稳定, fc = NaN Hz, Xf = 0.1065, n_new = NaN rpm, pass = 0.0003 s	
主轴转速: 4990	采集数据: X = -0.065848, Y = 0.14385, Z = -0.28587	
	t = 18.9 s, 稳定, fc = NaN Hz, Xf = 0.1043, n_new = NaN rpm, pass = 0.0003 s	
主轴转速: 5020	采集数据: X = 0.071389, Y = 0.12729, Z = 0.21273	
	t = 19.0 s, 稳定, fc = NaN Hz, Xf = 0.0943, n_new = NaN rpm, pass = 0.0002 s	
主轴转速: 5020	采集数据: X = 0.28455, Y = 0.079661, Z = -0.29562	
	t = 19.1 s, 稳定, fc = NaN Hz, Xf = 0.0897, n_new = NaN rpm, pass = 0.0002 s	
主轴转速: 4997	采集数据: X = -0.21721, Y = -0.052319, Z = 0.36544	
	t = 19.2 s, 稳定, fc = NaN Hz, Xf = 0.1054, n_new = NaN rpm, pass = 0.0002 s	
主轴转速: 4997	采集数据: X = -0.17465, Y = -0.037093, Z = 0.059527	
	t = 19.3 s, 稳定, fc = NaN Hz, Xf = 0.1071, n_new = NaN rpm, pass = 0.0002 s	
主轴转速: 5018	采集数据: X = -0.33582, Y = -0.14416, Z = 0.21675	
	t = 19.4 s, 稳定, fc = NaN Hz, Xf = 0.1070, n_new = NaN rpm, pass = 0.0002 s	
主轴转速: 5018	采集数据: X = 0.23925, Y = 0.10902, Z = -0.25181	
	t = 19.5 s, 稳定, fc = NaN Hz, Xf = 0.0649, n_new = NaN rpm, pass = 0.0002 s	
