开始记录数据...	开始记录数据...	
	采集数据: X = 0.12649, Y = 0.27102, Z = 0.23107	
主轴转速: 4988	t = 8.7 s, 稳定, fc = NaN Hz, Xf = 0.0881, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.28485, Y = 0.136, Z = -0.20086	
主轴转速: 5025	t = 8.8 s, 稳定, fc = NaN Hz, Xf = 0.0895, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.021706, Y = 0.034043, Z = 0.16318	
主轴转速: 5025	t = 8.9 s, 稳定, fc = NaN Hz, Xf = 0.0883, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.054219, Y = -0.038128, Z = 0.082562	
主轴转速: 4995	t = 9.0 s, 稳定, fc = NaN Hz, Xf = 0.0885, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.042102, Y = -0.082893, Z = -0.047786	
主轴转速: 4995	t = 9.1 s, 稳定, fc = NaN Hz, Xf = 0.0881, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.020123, Y = 0.095861, Z = -0.20763	
主轴转速: 4988	t = 9.2 s, 稳定, fc = NaN Hz, Xf = 0.0883, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.017992, Y = -0.12961, Z = 0.10517	
主轴转速: 4988	t = 9.3 s, 稳定, fc = NaN Hz, Xf = 0.0880, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.22324, Y = 0.2801, Z = -0.029809	
主轴转速: 4997	t = 9.4 s, 稳定, fc = NaN Hz, Xf = 0.0886, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.38739, Y = 0.28448, Z = -0.077829	
主轴转速: 4997	t = 9.5 s, 稳定, fc = NaN Hz, Xf = 0.0874, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.52176, Y = -0.41354, Z = 0.30286	
主轴转速: 4995	t = 9.6 s, 稳定, fc = NaN Hz, Xf = 0.0808, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.073581, Y = -0.0023165, Z = -0.005982	
主轴转速: 4995	t = 9.7 s, 稳定, fc = NaN Hz, Xf = 0.0825, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.096535, Y = 0.072109, Z = -0.31963	
主轴转速: 4971	t = 9.8 s, 稳定, fc = NaN Hz, Xf = 0.0836, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.51537, Y = -0.038676, Z = -0.10818	
主轴转速: 4971	t = 9.9 s, 稳定, fc = NaN Hz, Xf = 0.0843, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.32693, Y = -0.80552, Z = 0.38908	
主轴转速: 4985	t = 10.0 s, 颤振, fc = 230.00 Hz, Xf = 0.3377, n_new = 6900.00 rpm, pass = 0.0012 s	
	采集数据: X = -0.21459, Y = 0.086665, Z = -0.14273	
主轴转速: 4983	t = 10.1 s, 颤振, fc = 230.00 Hz, Xf = 0.4661, n_new = 6900.00 rpm, pass = 0.0012 s	
	采集数据: X = -0.48699, Y = 0.74961, Z = -0.011101	
主轴转速: 4983	t = 10.2 s, 颤振, fc = 230.00 Hz, Xf = 0.3755, n_new = 6900.00 rpm, pass = 0.0012 s	
	采集数据: X = 0.027368, Y = -0.19155, Z = -0.044983	
主轴转速: 4973	t = 10.3 s, 颤振, fc = 230.00 Hz, Xf = 0.2891, n_new = 6900.00 rpm, pass = 0.0011 s	
	采集数据: X = -0.20406, Y = 0.11566, Z = -0.21068	
主轴转速: 4973	t = 10.4 s, 稳定, fc = NaN Hz, Xf = 0.1199, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.045512, Y = -0.10799, Z = -0.12957	
主轴转速: 5018	t = 10.5 s, 稳定, fc = NaN Hz, Xf = 0.1220, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.22299, Y = 0.25543, Z = 0.28793	
主轴转速: 5018	t = 10.6 s, 稳定, fc = NaN Hz, Xf = 0.0966, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.34726, Y = 0.0042002, Z = 0.019551	
主轴转速: 5032	t = 10.7 s, 稳定, fc = NaN Hz, Xf = 0.0968, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.031082, Y = 0.08904, Z = 0.092861	
主轴转速: 5032	t = 10.8 s, 稳定, fc = NaN Hz, Xf = 0.0969, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.01373, Y = -0.096353, Z = 0.33424	
主轴转速: 4997	t = 10.9 s, 稳定, fc = NaN Hz, Xf = 0.0978, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.14884, Y = -0.012183, Z = 0.086219	
主轴转速: 4997	t = 11.0 s, 稳定, fc = NaN Hz, Xf = 0.0940, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.0091026, Y = -0.02278, Z = -0.41677	
主轴转速: 5004	t = 11.1 s, 稳定, fc = NaN Hz, Xf = 0.0955, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.091846, Y = -0.20683, Z = 0.33723	
主轴转速: 5004	t = 11.2 s, 稳定, fc = NaN Hz, Xf = 0.0951, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.068223, Y = 0.2047, Z = -0.25199	
主轴转速: 5030	t = 11.3 s, 稳定, fc = NaN Hz, Xf = 0.0968, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.0056318, Y = 0.1092, Z = 0.0012088	
主轴转速: 5030	t = 11.4 s, 稳定, fc = NaN Hz, Xf = 0.0571, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.0028922, Y = 0.16767, Z = 0.064342	
主轴转速: 4990	t = 11.5 s, 稳定, fc = NaN Hz, Xf = 0.0541, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.021401, Y = -0.26122, Z = 0.17513	
主轴转速: 4990	t = 11.6 s, 稳定, fc = NaN Hz, Xf = 0.0943, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.024141, Y = 0.14629, Z = -0.036817	
主轴转速: 4997	t = 11.7 s, 稳定, fc = NaN Hz, Xf = 0.0945, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0969, Y = -0.046716, Z = -0.18082	
主轴转速: 4976	t = 11.8 s, 稳定, fc = NaN Hz, Xf = 0.0954, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.22884, Y = -0.17139, Z = 0.019003	
主轴转速: 4976	t = 11.9 s, 稳定, fc = NaN Hz, Xf = 0.0983, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.062499, Y = 0.18667, Z = -0.078438	
主轴转速: 5018	t = 12.0 s, 稳定, fc = NaN Hz, Xf = 0.0944, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.16893, Y = -0.027653, Z = -0.016159	
主轴转速: 5018	t = 12.1 s, 稳定, fc = NaN Hz, Xf = 0.0967, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.098239, Y = 0.052924, Z = -0.28069	
主轴转速: 4969	t = 12.2 s, 稳定, fc = NaN Hz, Xf = 0.0968, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.085088, Y = 0.015468, Z = 0.28397	
主轴转速: 4969	t = 12.3 s, 稳定, fc = NaN Hz, Xf = 0.0949, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.012573, Y = 0.22084, Z = -0.10312	
主轴转速: 4988	t = 12.4 s, 稳定, fc = NaN Hz, Xf = 0.0958, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.22293, Y = -0.092455, Z = 0.38311	
主轴转速: 4988	t = 12.5 s, 稳定, fc = NaN Hz, Xf = 0.0924, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.034492, Y = 0.020462, Z = -0.097451	
主轴转速: 4990	t = 12.6 s, 稳定, fc = NaN Hz, Xf = 0.0956, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.043625, Y = -0.072722, Z = -0.31263	
主轴转速: 4990	t = 12.7 s, 稳定, fc = NaN Hz, Xf = 0.0942, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.19432, Y = 0.21797, Z = -0.10092	
主轴转速: 4978	t = 12.8 s, 稳定, fc = NaN Hz, Xf = 0.0954, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.20674, Y = -0.086547, Z = -0.092454	
主轴转速: 4978	t = 12.9 s, 稳定, fc = NaN Hz, Xf = 0.0964, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.15005, Y = 0.18259, Z = 0.18665	
主轴转速: 5020	t = 13.0 s, 稳定, fc = NaN Hz, Xf = 0.0968, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.039789, Y = -0.094465, Z = 0.02723	
主轴转速: 5020	t = 13.1 s, 稳定, fc = NaN Hz, Xf = 0.0968, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.17514, Y = 0.027161, Z = 0.16617	
主轴转速: 5018	t = 13.2 s, 稳定, fc = NaN Hz, Xf = 0.0954, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.41631, Y = -0.066205, Z = 0.045146	
主轴转速: 5018	t = 13.3 s, 稳定, fc = NaN Hz, Xf = 0.0946, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.073885, Y = 0.012179, Z = 0.13582	
主轴转速: 4992	t = 13.4 s, 稳定, fc = NaN Hz, Xf = 0.0950, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.17903, Y = 0.097018, Z = -0.2821	
主轴转速: 5020	t = 13.5 s, 稳定, fc = NaN Hz, Xf = 0.0974, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.072302, Y = -0.34807, Z = 0.19554	
主轴转速: 4978	t = 13.6 s, 稳定, fc = NaN Hz, Xf = 0.0990, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.069867, Y = 0.15141, Z = -0.23347	
主轴转速: 4978	t = 13.7 s, 稳定, fc = NaN Hz, Xf = 0.0953, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.10469, Y = -0.029114, Z = 0.23351	
主轴转速: 4988	t = 13.8 s, 稳定, fc = NaN Hz, Xf = 0.0971, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.20217, Y = 0.17741, Z = 0.12638	
主轴转速: 4988	t = 13.9 s, 稳定, fc = NaN Hz, Xf = 0.0959, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.015069, Y = -0.16347, Z = -0.11092	
主轴转速: 5032	t = 14.0 s, 稳定, fc = NaN Hz, Xf = 0.0958, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.36181, Y = -0.13649, Z = 0.15599	
主轴转速: 5032	t = 14.1 s, 稳定, fc = NaN Hz, Xf = 0.0955, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.2812, Y = -0.078386, Z = -0.1551	
主轴转速: 5016	t = 14.2 s, 稳定, fc = NaN Hz, Xf = 0.0958, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.29003, Y = 0.0053574, Z = 0.05581	
主轴转速: 5016	t = 14.3 s, 稳定, fc = NaN Hz, Xf = 0.0982, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.070293, Y = 0.25811, Z = -0.12896	
主轴转速: 5020	t = 14.4 s, 稳定, fc = NaN Hz, Xf = 0.0968, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.015008, Y = 0.18192, Z = 0.071837	
主轴转速: 5020	t = 14.5 s, 稳定, fc = NaN Hz, Xf = 0.0966, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.077051, Y = -0.086973, Z = -0.27527	
主轴转速: 5002	t = 14.6 s, 稳定, fc = NaN Hz, Xf = 0.0964, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.39981, Y = -0.29563, Z = 0.33528	
主轴转速: 5002	t = 14.7 s, 稳定, fc = NaN Hz, Xf = 0.0980, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.087949, Y = 0.10548, Z = 0.058796	
主轴转速: 5002	t = 14.8 s, 稳定, fc = NaN Hz, Xf = 0.0977, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.21003, Y = 0.015407, Z = 0.25307	
主轴转速: 5002	t = 14.9 s, 稳定, fc = NaN Hz, Xf = 0.0972, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.18884, Y = 0.25147, Z = -0.27551	
主轴转速: 5025	t = 15.0 s, 稳定, fc = NaN Hz, Xf = 0.0986, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.24424, Y = 0.04324, Z = -0.22646	
主轴转速: 5025	t = 15.1 s, 稳定, fc = NaN Hz, Xf = 0.0966, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.018174, Y = 0.14556, Z = 0.11358	
主轴转速: 4995	t = 15.2 s, 稳定, fc = NaN Hz, Xf = 0.0644, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.48176, Y = -0.16292, Z = -0.097573	
主轴转速: 4990	t = 15.3 s, 稳定, fc = NaN Hz, Xf = 0.0664, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.022802, Y = 0.091842, Z = 0.29347	
主轴转速: 4990	t = 15.4 s, 稳定, fc = NaN Hz, Xf = 0.0677, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.11194, Y = 0.019305, Z = 0.16782	
主轴转速: 5011	t = 15.5 s, 稳定, fc = NaN Hz, Xf = 0.0664, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0064236, Y = 0.07156, Z = 0.15136	
主轴转速: 5011	t = 15.6 s, 稳定, fc = NaN Hz, Xf = 0.0692, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.043747, Y = -0.069068, Z = -0.24754	
主轴转速: 4988	t = 15.7 s, 稳定, fc = NaN Hz, Xf = 0.0946, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.084418, Y = -0.082345, Z = 0.22626	
主轴转速: 4988	t = 15.8 s, 稳定, fc = NaN Hz, Xf = 0.0972, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.24412, Y = 0.14379, Z = -0.13304	
主轴转速: 5025	t = 15.9 s, 稳定, fc = NaN Hz, Xf = 0.0958, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.42988, Y = 0.0048702, Z = 0.037102	
主轴转速: 5025	t = 16.0 s, 稳定, fc = NaN Hz, Xf = 0.0960, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.10244, Y = 0.25202, Z = -0.078621	
主轴转速: 4980	t = 16.1 s, 稳定, fc = NaN Hz, Xf = 0.0955, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.11468, Y = -0.086182, Z = 0.3017	
主轴转速: 4980	t = 16.2 s, 稳定, fc = NaN Hz, Xf = 0.0962, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.31816, Y = 0.13953, Z = 0.080856	
主轴转速: 5018	t = 16.3 s, 稳定, fc = NaN Hz, Xf = 0.0941, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.028829, Y = -0.31804, Z = -0.25754	
主轴转速: 5018	t = 16.4 s, 稳定, fc = NaN Hz, Xf = 0.0944, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.22196, Y = -0.12187, Z = 0.30761	
主轴转速: 4999	t = 16.5 s, 稳定, fc = NaN Hz, Xf = 0.0950, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.01032, Y = 0.16024, Z = -0.24565	
主轴转速: 4999	t = 16.6 s, 稳定, fc = NaN Hz, Xf = 0.0973, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.014034, Y = 0.17491, Z = -0.12164	
主轴转速: 5020	t = 16.7 s, 稳定, fc = NaN Hz, Xf = 0.0991, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.10555, Y = 0.63438, Z = -0.27795	
主轴转速: 5020	t = 16.8 s, 稳定, fc = NaN Hz, Xf = 0.1469, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.035588, Y = -0.46574, Z = 0.45155	
更新目标转速为: 6900	t = 16.9 s, 颤振, fc = 230.00 Hz, Xf = 0.3469, n_new = 6900.00 rpm, pass = 0.0020 s	
	采集数据: X = -0.12198, Y = 0.39417, Z = -0.26119	
主轴转速: 5020	t = 17.0 s, 颤振, fc = 230.00 Hz, Xf = 0.3334, n_new = 6900.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.4901, Y = 0.084898, Z = 0.098041	
主轴转速: 5077	t = 17.1 s, 颤振, fc = 230.00 Hz, Xf = 0.3165, n_new = 6900.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.26689, Y = -0.3153, Z = 0.017723	
主轴转速: 5077	t = 17.2 s, 颤振, fc = 230.00 Hz, Xf = 0.3264, n_new = 6900.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.9314, Y = 0.75832, Z = 0.07787	
主轴转速: 5543	t = 17.3 s, 颤振, fc = 230.00 Hz, Xf = 0.3353, n_new = 6900.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.09416, Y = -0.032342, Z = -0.44889	
主轴转速: 5543	t = 17.4 s, 颤振, fc = 230.00 Hz, Xf = 0.3359, n_new = 6900.00 rpm, pass = 0.0002 s	
	抑制开启，主轴转速开始调整	
主轴转速: 6049	采集数据: X = 0.11413, Y = -0.47268, Z = -0.37801	
	t = 17.5 s, 颤振, fc = 230.00 Hz, Xf = 0.3437, n_new = 6900.00 rpm, pass = 0.0222 s	
主轴转速: 6049	采集数据: X = -0.2622, Y = 0.72311, Z = -0.20202	
	t = 17.6 s, 颤振, fc = 230.00 Hz, Xf = 0.2899, n_new = 6900.00 rpm, pass = 0.0026 s	
主轴转速: 6466	采集数据: X = 0.95216, Y = -0.10579, Z = -0.10714	
	t = 17.7 s, 颤振, fc = 240.00 Hz, Xf = 0.2125, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴转速: 6466	采集数据: X = 1.2812, Y = -0.87106, Z = 0.57416	
	t = 17.8 s, 颤振, fc = 260.00 Hz, Xf = 0.8652, n_new = 5200.00 rpm, pass = 0.0004 s	
主轴转速: 6928	采集数据: X = 1.535, Y = -0.95498, Z = -0.21616	
	t = 17.9 s, 颤振, fc = 270.00 Hz, Xf = 1.0387, n_new = 5400.00 rpm, pass = 0.0043 s	
更新目标转速为: 9600	采集数据: X = 0.56889, Y = -0.40008, Z = 0.074457	
	t = 18.0 s, 颤振, fc = 290.00 Hz, Xf = 0.3780, n_new = 5800.00 rpm, pass = 0.0002 s	
主轴转速: 6928	采集数据: X = -1.736, Y = 0.67147, Z = -0.45059	
	t = 18.1 s, 颤振, fc = 290.00 Hz, Xf = 0.9339, n_new = 5800.00 rpm, pass = 0.0002 s	
主轴转速: 6893	采集数据: X = -1.0615, Y = -2.0246, Z = 1.005	
	t = 18.2 s, 颤振, fc = 310.00 Hz, Xf = 0.5585, n_new = 6200.00 rpm, pass = 0.0002 s	
主轴转速: 6893	采集数据: X = -0.81048, Y = 0.3896, Z = 0.05648	
	t = 18.3 s, 颤振, fc = 310.00 Hz, Xf = 0.6701, n_new = 6200.00 rpm, pass = 0.0002 s	
主轴转速: 7205	采集数据: X = -0.62478, Y = 2.384, Z = -0.73298	
	t = 18.4 s, 颤振, fc = 640.00 Hz, Xf = 0.6271, n_new = 7680.00 rpm, pass = 0.0009 s	
主轴转速: 7205	采集数据: X = -1.1844, Y = 1.0434, Z = -0.66071	
	t = 18.5 s, 颤振, fc = 1600.00 Hz, Xf = 0.6982, n_new = 6857.14 rpm, pass = 0.0003 s	
主轴转速: 7716	采集数据: X = -1.6152, Y = 2.5262, Z = -0.43932	
	t = 18.6 s, 颤振, fc = 320.00 Hz, Xf = 0.9091, n_new = 9600.00 rpm, pass = 0.0081 s	
主轴转速: 7716	采集数据: X = -1.8247, Y = 1.115, Z = 0.41846	
	t = 18.7 s, 颤振, fc = 320.00 Hz, Xf = 0.9210, n_new = 9600.00 rpm, pass = 0.0003 s	
主轴转速: 8170	采集数据: X = -0.6151, Y = 0.22687, Z = -0.32835	
	t = 18.8 s, 颤振, fc = 650.00 Hz, Xf = 0.5975, n_new = 7800.00 rpm, pass = 0.0002 s	
主轴转速: 8170	采集数据: X = -0.24784, Y = 0.22644, Z = -0.37875	
	t = 18.9 s, 稳定, fc = NaN Hz, Xf = 0.1475, n_new = NaN rpm, pass = 0.0002 s	
主轴转速: 8639	采集数据: X = 0.25502, Y = -0.2924, Z = 0.010654	
	t = 19.0 s, 稳定, fc = NaN Hz, Xf = 0.1331, n_new = NaN rpm, pass = 0.0009 s	
主轴转速: 9162	采集数据: X = 0.329, Y = 0.045311, Z = 0.06812	
	t = 19.1 s, 稳定, fc = NaN Hz, Xf = 0.1186, n_new = NaN rpm, pass = 0.0002 s	
主轴转速: 9162	采集数据: X = -0.028038, Y = 0.11523, Z = 0.27001	
	t = 19.2 s, 稳定, fc = NaN Hz, Xf = 0.1138, n_new = NaN rpm, pass = 0.0002 s	
主轴转速: 9633	采集数据: X = 0.18865, Y = -0.060906, Z = -0.049492	
	t = 19.3 s, 稳定, fc = NaN Hz, Xf = 0.1042, n_new = NaN rpm, pass = 0.0002 s	
主轴转速: 9633	采集数据: X = 0.059699, Y = 0.25385, Z = -0.39861	
	t = 19.4 s, 稳定, fc = NaN Hz, Xf = 0.0961, n_new = NaN rpm, pass = 0.0002 s	
主轴转速: 9628	采集数据: X = 0.15304, Y = -0.005179, Z = 0.14112	
	t = 19.5 s, 稳定, fc = NaN Hz, Xf = 0.1347, n_new = NaN rpm, pass = 0.0004 s	
更新目标转速为: 9750	采集数据: X = -0.64268, Y = 0.17638, Z = -0.16558	
	t = 19.6 s, 稳定, fc = NaN Hz, Xf = 0.1157, n_new = NaN rpm, pass = 0.0002 s	
主轴转速: 9628	采集数据: X = -0.21794, Y = 0.0042611, Z = 0.052519	
	t = 19.7 s, 稳定, fc = NaN Hz, Xf = 0.1297, n_new = NaN rpm, pass = 0.0002 s	
主轴转速: 9619	采集数据: X = -0.4073, Y = -0.14495, Z = 0.29323	
	t = 19.8 s, 颤振, fc = 650.00 Hz, Xf = 0.1980, n_new = 9750.00 rpm, pass = 0.0002 s	
主轴转速: 9619	采集数据: X = 0.17136, Y = -0.21457, Z = 0.041124	
	t = 19.9 s, 颤振, fc = 650.00 Hz, Xf = 0.1978, n_new = 9750.00 rpm, pass = 0.0002 s	
主轴转速: 9673	采集数据: X = -0.28498, Y = 0.031912, Z = -0.15455	
	t = 20.0 s, 稳定, fc = NaN Hz, Xf = 0.0891, n_new = NaN rpm, pass = 0.0002 s	
主轴转速: 9673	采集数据: X = 0.18494, Y = 0.10567, Z = 0.1953	
	t = 20.1 s, 稳定, fc = NaN Hz, Xf = 0.0913, n_new = NaN rpm, pass = 0.0003 s	
主轴转速: 9776	采集数据: X = 0.10311, Y = 0.11157, Z = 0.028875	
	t = 20.2 s, 颤振, fc = 650.00 Hz, Xf = 0.1552, n_new = 9750.00 rpm, pass = 0.0074 s	
更新目标转速为: 9900	采集数据: X = 0.22567, Y = -0.057983, Z = 0.082318	
	t = 20.3 s, 颤振, fc = 650.00 Hz, Xf = 0.1913, n_new = 9750.00 rpm, pass = 0.0002 s	
主轴转速: 9776	采集数据: X = -0.29886, Y = 0.2706, Z = -0.092393	
	t = 20.4 s, 颤振, fc = 650.00 Hz, Xf = 0.2717, n_new = 9750.00 rpm, pass = 0.0007 s	
主轴转速: 9797	采集数据: X = 0.19633, Y = 0.026978, Z = -0.48874	
	t = 20.5 s, 颤振, fc = 650.00 Hz, Xf = 0.2349, n_new = 9750.00 rpm, pass = 0.0002 s	
主轴转速: 9797	采集数据: X = 0.093064, Y = -0.0037173, Z = 0.2301	
	t = 20.6 s, 颤振, fc = 660.00 Hz, Xf = 0.1811, n_new = 9900.00 rpm, pass = 0.0004 s	
主轴转速: 9764	采集数据: X = -0.2194, Y = -0.11261, Z = 0.22942	
