开始记录数据...	开始记录数据...	
主轴数据: 4997	t = 11.6 s, 稳定, fc = NaN Hz, Xf = 0.1919, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4997	采集数据: X = -0.5133, Y = 0.057065, Z = 0.32126	
主轴数据: 5027	t = 11.7 s, 稳定, fc = NaN Hz, Xf = 0.1739, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 5027	采集数据: X = 0.42727, Y = 0.11517, Z = 0.11102	
主轴数据: 4992	t = 11.8 s, 颤振, fc = 240.00 Hz, Xf = 0.2085, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 5002	采集数据: X = 0.019331, Y = 0.0074891, Z = -0.39008	
主轴数据: 5002	t = 11.9 s, 颤振, fc = 240.00 Hz, Xf = 0.2072, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 5025	采集数据: X = -0.39427, Y = -0.091359, Z = -0.023411	
主轴数据: 5025	t = 12.0 s, 稳定, fc = NaN Hz, Xf = 0.1975, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 5020	采集数据: X = -0.11553, Y = -0.053354, Z = -0.026762	
主轴数据: 5020	t = 12.1 s, 颤振, fc = 240.00 Hz, Xf = 0.2245, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 5002	采集数据: X = -0.52949, Y = 0.40818, Z = -0.13767	
主轴数据: 5002	t = 12.2 s, 稳定, fc = NaN Hz, Xf = 0.1989, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 4983	采集数据: X = 0.099396, Y = -0.070773, Z = -0.028225	
主轴数据: 4983	t = 12.3 s, 颤振, fc = 240.00 Hz, Xf = 0.2087, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 4997	采集数据: X = -0.18415, Y = -0.0042655, Z = 0.21449	
主轴数据: 4997	t = 12.4 s, 颤振, fc = 240.00 Hz, Xf = 0.2272, n_new = 7200.00 rpm, pass = 0.0007 s	
主轴数据: 4999	采集数据: X = 0.75002, Y = -0.35946, Z = -0.42622	
主轴数据: 4999	t = 12.5 s, 稳定, fc = NaN Hz, Xf = 0.1940, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 4985	采集数据: X = -0.1302, Y = 0.83889, Z = 0.022964	
主轴数据: 5004	t = 12.6 s, 颤振, fc = 230.00 Hz, Xf = 0.2116, n_new = 6900.00 rpm, pass = 0.0005 s	
主轴数据: 5004	采集数据: X = -0.41503, Y = -0.19611, Z = -0.11518	
主轴数据: 5032	t = 12.7 s, 颤振, fc = 240.00 Hz, Xf = 0.2281, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 5032	采集数据: X = -0.7681, Y = 0.84785, Z = -0.24395	
主轴数据: 5011	t = 12.8 s, 颤振, fc = 230.00 Hz, Xf = 0.2139, n_new = 6900.00 rpm, pass = 0.0003 s	
主轴数据: 5011	采集数据: X = 0.16369, Y = -0.03557, Z = -0.39075	
主轴数据: 5025	t = 12.9 s, 颤振, fc = 230.00 Hz, Xf = 0.2169, n_new = 6900.00 rpm, pass = 0.0003 s	
主轴数据: 5025	采集数据: X = -0.51579, Y = 0.62859, Z = -0.38143	
主轴数据: 5027	t = 13.0 s, 颤振, fc = 240.00 Hz, Xf = 0.2172, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 5027	采集数据: X = 0.58788, Y = 0.20951, Z = 0.23357	
主轴数据: 4978	t = 13.1 s, 颤振, fc = 240.00 Hz, Xf = 0.2127, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 4978	采集数据: X = 0.046304, Y = 0.13039, Z = -0.19605	
主轴数据: 4999	t = 13.2 s, 颤振, fc = 230.00 Hz, Xf = 0.2078, n_new = 6900.00 rpm, pass = 0.0003 s	
主轴数据: 4999	采集数据: X = 0.12211, Y = 0.036967, Z = 0.39737	
主轴数据: 4999	t = 13.3 s, 稳定, fc = NaN Hz, Xf = 0.1976, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 4999	采集数据: X = -0.75325, Y = -0.14069, Z = 0.20462	
主轴数据: 5020	t = 13.4 s, 颤振, fc = 240.00 Hz, Xf = 0.2102, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 4999	采集数据: X = 0.17124, Y = -0.02881, Z = -0.03249	
主轴数据: 4999	t = 13.5 s, 颤振, fc = 230.00 Hz, Xf = 0.2155, n_new = 6900.00 rpm, pass = 0.0003 s	
更新目标转速为: 6900	采集数据: X = 0.34416, Y = 0.089588, Z = -0.38789	
主轴数据: 4997	t = 13.6 s, 颤振, fc = 230.00 Hz, Xf = 0.2122, n_new = 6900.00 rpm, pass = 0.0004 s	
更新目标转速为: 7200	采集数据: X = 0.069623, Y = -0.13935, Z = 0.15599	
主轴数据: 4997	t = 13.7 s, 颤振, fc = 240.00 Hz, Xf = 0.2063, n_new = 7200.00 rpm, pass = 0.0003 s	
更新目标转速为: 5325	采集数据: X = -0.032482, Y = 0.26694, Z = 0.01492	
主轴数据: 5009	t = 13.8 s, 颤振, fc = 230.00 Hz, Xf = 0.2052, n_new = 6900.00 rpm, pass = 0.0004 s	
更新目标转速为: 5200	采集数据: X = 0.33137, Y = -0.054938, Z = 0.032897	
主轴数据: 5009	t = 13.9 s, 颤振, fc = 230.00 Hz, Xf = 0.2148, n_new = 6900.00 rpm, pass = 0.0004 s	
更新目标转速为: 5400	采集数据: X = -0.18555, Y = 0.63523, Z = 0.080734	
主轴数据: 5477	t = 14.0 s, 颤振, fc = 240.00 Hz, Xf = 0.2027, n_new = 7200.00 rpm, pass = 0.0004 s	
更新目标转速为: 7800	采集数据: X = 0.2591, Y = -0.38242, Z = 0.40633	
主轴数据: 5477	t = 14.1 s, 稳定, fc = NaN Hz, Xf = 0.1960, n_new = NaN rpm, pass = 0.0003 s	
更新目标转速为: 7500	采集数据: X = -0.16406, Y = -0.12498, Z = 0.19274	
主轴数据: 5677	t = 14.2 s, 稳定, fc = NaN Hz, Xf = 0.1890, n_new = NaN rpm, pass = 0.0003 s	
更新目标转速为: 7800	采集数据: X = -0.22372, Y = -0.45404, Z = -0.26119	
主轴数据: 5677	t = 14.3 s, 稳定, fc = NaN Hz, Xf = 0.1790, n_new = NaN rpm, pass = 0.0003 s	
更新目标转速为: 8100	采集数据: X = -0.33125, Y = -0.29935, Z = 0.33125	
主轴数据: 5648	t = 14.4 s, 颤振, fc = 240.00 Hz, Xf = 0.2012, n_new = 7200.00 rpm, pass = 0.0003 s	
更新目标转速为: 5800	采集数据: X = -0.37296, Y = 0.27778, Z = -0.26193	
主轴数据: 5648	t = 14.5 s, 稳定, fc = NaN Hz, Xf = 0.1847, n_new = NaN rpm, pass = 0.0003 s	
更新目标转速为: 6000	采集数据: X = -0.23048, Y = 0.27005, Z = -0.048944	
主轴数据: 6195	t = 14.6 s, 稳定, fc = NaN Hz, Xf = 0.1865, n_new = NaN rpm, pass = 0.0003 s	
更新目标转速为: 6200	采集数据: X = -0.28358, Y = 0.4259, Z = -0.023289	
主轴数据: 6609	t = 14.7 s, 稳定, fc = NaN Hz, Xf = 0.1915, n_new = NaN rpm, pass = 0.0003 s	
更新目标转速为: 9000	采集数据: X = 0.30513, Y = 0.32011, Z = 0.17013	
更新目标转速为: 8700	t = 14.8 s, 稳定, fc = NaN Hz, Xf = 0.1969, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 6609	采集数据: X = -0.034674, Y = 0.42316, Z = -0.1615	
更新目标转速为: 9000	t = 14.9 s, 稳定, fc = NaN Hz, Xf = 0.1983, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 6286	采集数据: X = -0.31755, Y = 0.056943, Z = -0.024142	
更新目标转速为: 6600	t = 15.0 s, 稳定, fc = NaN Hz, Xf = 0.1907, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 6286	采集数据: X = -0.42599, Y = 0.08368, Z = 0.16757	
更新目标转速为: 6400	t = 15.1 s, 稳定, fc = NaN Hz, Xf = 0.1679, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 6729	采集数据: X = 0.18451, Y = 0.21554, Z = -0.075209	
更新目标转速为: 6985.7143	t = 15.2 s, 稳定, fc = NaN Hz, Xf = 0.1814, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 6729	采集数据: X = 0.068771, Y = 0.4826, Z = -0.20324	
更新目标转速为: 9600	t = 15.3 s, 稳定, fc = NaN Hz, Xf = 0.1821, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 7198	采集数据: X = 0.29575, Y = -0.51282, Z = -0.14041	
更新目标转速为: 9300	t = 15.4 s, 颤振, fc = 240.00 Hz, Xf = 0.2010, n_new = 7200.00 rpm, pass = 0.0003 s	
主轴数据: 7198	采集数据: X = -0.077599, Y = 0.41128, Z = 0.33979	
更新目标转速为: 9600	t = 15.5 s, 稳定, fc = NaN Hz, Xf = 0.1800, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 6970	采集数据: X = 0.84744, Y = -0.29679, Z = 0.0057183	
主轴数据: 6970	t = 15.6 s, 稳定, fc = NaN Hz, Xf = 0.1666, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 7362	采集数据: X = -0.22415, Y = 0.51427, Z = 0.24344	
主轴数据: 7362	t = 15.7 s, 稳定, fc = NaN Hz, Xf = 0.1838, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 7875	采集数据: X = -0.070536, Y = -0.098058, Z = 0.087803	
主轴数据: 7875	t = 15.8 s, 稳定, fc = NaN Hz, Xf = 0.1800, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 8412	采集数据: X = -0.27566, Y = 0.40404, Z = -0.198	
主轴数据: 8841	t = 15.9 s, 稳定, fc = NaN Hz, Xf = 0.1934, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 8841	采集数据: X = 0.13641, Y = -0.28558, Z = -0.41116	
主轴数据: 9354	t = 16.0 s, 稳定, fc = NaN Hz, Xf = 0.1836, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9354	采集数据: X = 0.012877, Y = 0.41482, Z = -0.040352	
主轴数据: 9630	t = 16.1 s, 稳定, fc = NaN Hz, Xf = 0.1766, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9630	采集数据: X = 0.32108, Y = 0.076311, Z = 0.19871	
主轴数据: 9621	t = 16.2 s, 稳定, fc = NaN Hz, Xf = 0.1722, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9621	采集数据: X = 0.29563, Y = 0.95479, Z = -0.14005	
主轴数据: 9635	t = 16.3 s, 稳定, fc = NaN Hz, Xf = 0.1848, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9635	采集数据: X = 0.10092, Y = 0.22157, Z = -0.11366	
主轴数据: 9602	t = 16.4 s, 稳定, fc = NaN Hz, Xf = 0.1761, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9602	采集数据: X = -0.58301, Y = -0.27614, Z = 0.16489	
主轴数据: 9654	t = 16.5 s, 稳定, fc = NaN Hz, Xf = 0.1764, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9626	采集数据: X = 0.13495, Y = 0.093181, Z = 0.053251	
主轴数据: 9626	t = 16.6 s, 颤振, fc = 230.00 Hz, Xf = 0.2146, n_new = 6900.00 rpm, pass = 0.0008 s	
主轴数据: 9649	采集数据: X = -0.11675, Y = -0.21804, Z = -0.32652	
主轴数据: 9649	t = 16.7 s, 颤振, fc = 230.00 Hz, Xf = 0.2008, n_new = 6900.00 rpm, pass = 0.0003 s	
主轴数据: 9607	采集数据: X = 0.0025878, Y = 0.097506, Z = 0.2268	
主轴数据: 9607	t = 16.8 s, 稳定, fc = NaN Hz, Xf = 0.1800, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 9548	采集数据: X = 0.058116, Y = 0.2262, Z = -0.25266	
主轴数据: 9548	t = 16.9 s, 稳定, fc = NaN Hz, Xf = 0.1795, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 9584	采集数据: X = -0.57114, Y = 0.28625, Z = -0.055038	
主轴数据: 9584	t = 17.0 s, 稳定, fc = NaN Hz, Xf = 0.1757, n_new = NaN rpm, pass = 0.0007 s	
主轴数据: 9616	采集数据: X = 0.62119, Y = -0.63603, Z = -0.081363	
主轴数据: 9616	t = 17.1 s, 稳定, fc = NaN Hz, Xf = 0.1836, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9621	采集数据: X = -0.15231, Y = 0.15896, Z = 0.040332	
主轴数据: 9621	t = 17.2 s, 稳定, fc = NaN Hz, Xf = 0.1704, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9628	采集数据: X = 0.10482, Y = -0.050492, Z = 0.038564	
主轴数据: 9628	t = 17.3 s, 稳定, fc = NaN Hz, Xf = 0.1701, n_new = NaN rpm, pass = 0.0005 s	
主轴数据: 9544	采集数据: X = -0.20382, Y = -0.016325, Z = 0.16148	
主轴数据: 9595	t = 17.4 s, 稳定, fc = NaN Hz, Xf = 0.1895, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9595	采集数据: X = -0.23541, Y = 0.010778, Z = -0.0062257	
主轴数据: 9635	t = 17.5 s, 稳定, fc = NaN Hz, Xf = 0.1899, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9635	采集数据: X = -0.26908, Y = 0.16846, Z = -0.30483	
主轴数据: 9605	t = 17.6 s, 稳定, fc = NaN Hz, Xf = 0.1762, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9605	采集数据: X = -0.33064, Y = 0.28278, Z = -0.090078	
主轴数据: 9630	t = 17.7 s, 稳定, fc = NaN Hz, Xf = 0.1837, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9630	采集数据: X = 0.91849, Y = 0.097627, Z = -0.34438	
主轴数据: 9579	t = 17.8 s, 稳定, fc = NaN Hz, Xf = 0.1846, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9579	采集数据: X = 0.19139, Y = 0.99323, Z = 0.31383	
主轴数据: 9574	t = 17.9 s, 稳定, fc = NaN Hz, Xf = 0.1737, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9574	采集数据: X = -0.16132, Y = 0.028318, Z = 0.1928	
主轴数据: 9584	t = 18.0 s, 稳定, fc = NaN Hz, Xf = 0.1762, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9584	采集数据: X = -0.83173, Y = 0.12181, Z = 0.1839	
主轴数据: 9595	t = 18.1 s, 稳定, fc = NaN Hz, Xf = 0.1729, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 9591	采集数据: X = 0.25593, Y = 0.015163, Z = -0.22554	
主轴数据: 9591	t = 18.2 s, 稳定, fc = NaN Hz, Xf = 0.1738, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9654	采集数据: X = 0.49254, Y = 0.2036, Z = -0.042484	
主轴数据: 9654	t = 18.3 s, 稳定, fc = NaN Hz, Xf = 0.1928, n_new = NaN rpm, pass = 0.0005 s	
主轴数据: 9642	采集数据: X = 0.44833, Y = 0.73901, Z = -0.19215	
主轴数据: 9642	t = 18.4 s, 颤振, fc = 230.00 Hz, Xf = 0.2016, n_new = 6900.00 rpm, pass = 0.0003 s	
主轴数据: 9605	采集数据: X = 0.28583, Y = -0.27157, Z = 0.083172	
主轴数据: 9605	t = 18.5 s, 稳定, fc = NaN Hz, Xf = 0.1876, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9548	采集数据: X = -0.48827, Y = 0.39764, Z = 0.028022	
主轴数据: 9548	t = 18.6 s, 稳定, fc = NaN Hz, Xf = 0.1916, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9581	采集数据: X = -0.16278, Y = 0.067967, Z = 0.17001	
主轴数据: 9581	t = 18.7 s, 稳定, fc = NaN Hz, Xf = 0.1950, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9642	采集数据: X = -0.46228, Y = 0.089771, Z = 0.24698	
主轴数据: 9642	t = 18.8 s, 稳定, fc = NaN Hz, Xf = 0.1766, n_new = NaN rpm, pass = 0.0005 s	
主轴数据: 9591	采集数据: X = 0.18652, Y = 0.39173, Z = -0.31104	
主轴数据: 9649	t = 18.9 s, 稳定, fc = NaN Hz, Xf = 0.1823, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9649	采集数据: X = -0.11011, Y = -0.36872, Z = 0.2872	
主轴数据: 9647	t = 19.0 s, 稳定, fc = NaN Hz, Xf = 0.1945, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9647	采集数据: X = -0.18031, Y = 0.14452, Z = -0.13633	
主轴数据: 9591	t = 19.1 s, 稳定, fc = NaN Hz, Xf = 0.1868, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9591	采集数据: X = 0.04606, Y = -0.061211, Z = 0.071898	
主轴数据: 9584	t = 19.2 s, 稳定, fc = NaN Hz, Xf = 0.1873, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9584	采集数据: X = -0.57096, Y = 0.41981, Z = -0.29416	
主轴数据: 9659	t = 19.3 s, 稳定, fc = NaN Hz, Xf = 0.1995, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9659	采集数据: X = 0.19724, Y = -0.10725, Z = 0.11443	
主轴数据: 9558	t = 19.4 s, 稳定, fc = NaN Hz, Xf = 0.1907, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 9558	采集数据: X = 0.10749, Y = 0.043423, Z = -0.097086	
主轴数据: 9621	t = 19.5 s, 稳定, fc = NaN Hz, Xf = 0.1989, n_new = NaN rpm, pass = 0.0003 s	
主轴数据: 9602	抑制开启，主轴转速开始调整	
更新目标转速为: 9733.3333	采集数据: X = -0.41807, Y = -0.22632, Z = 0.21705	
主轴数据: 9602	t = 19.6 s, 稳定, fc = NaN Hz, Xf = 0.1944, n_new = NaN rpm, pass = 0.0005 s	
更新目标转速为: 9733.3333	采集数据: X = -0.44657, Y = 0.053106, Z = 0.078967	
主轴数据: 9619	t = 19.7 s, 稳定, fc = NaN Hz, Xf = 0.1899, n_new = NaN rpm, pass = 0.0004 s	
主轴数据: 9619	采集数据: X = -0.72585, Y = 0.24453, Z = -0.011832	
主轴数据: 9773	t = 19.8 s, 颤振, fc = 230.00 Hz, Xf = 0.2111, n_new = 6900.00 rpm, pass = 0.0189 s	
主轴数据: 9773	采集数据: X = 0.052879, Y = -0.11365, Z = -0.44121	
主轴数据: 9752	t = 19.9 s, 颤振, fc = 240.00 Hz, Xf = 0.2180, n_new = 7200.00 rpm, pass = 0.0128 s	
主轴数据: 9752	采集数据: X = 0.45954, Y = -0.20251, Z = 0.16648	
主轴数据: 9729	t = 20.0 s, 颤振, fc = 710.00 Hz, Xf = 0.2246, n_new = 5325.00 rpm, pass = 0.0134 s	
主轴数据: 9729	采集数据: X = 1.495, Y = -0.65631, Z = 0.35149	
主轴数据: 9762	t = 20.1 s, 颤振, fc = 260.00 Hz, Xf = 0.6732, n_new = 5200.00 rpm, pass = 0.0228 s	
主轴数据: 9762	采集数据: X = 0.2826, Y = -0.68652, Z = 0.36739	
主轴数据: 9769	t = 20.2 s, 颤振, fc = 270.00 Hz, Xf = 0.7657, n_new = 5400.00 rpm, pass = 0.0078 s	
主轴数据: 9769	采集数据: X = 0.31018, Y = -0.12918, Z = -0.28606	
主轴数据: 9689	t = 20.3 s, 颤振, fc = 260.00 Hz, Xf = 0.6568, n_new = 7800.00 rpm, pass = 0.0065 s	
主轴数据: 9689	采集数据: X = 0.13629, Y = 0.54521, Z = 0.14807	
主轴数据: 9755	t = 20.4 s, 颤振, fc = 250.00 Hz, Xf = 0.4580, n_new = 7500.00 rpm, pass = 0.0058 s	
主轴数据: 9757	采集数据: X = -0.10244, Y = 0.81892, Z = -0.43268	
主轴数据: 9757	t = 20.5 s, 颤振, fc = 260.00 Hz, Xf = 0.5190, n_new = 7800.00 rpm, pass = 0.0074 s	
主轴数据: 9769	采集数据: X = -1.1558, Y = 0.53815, Z = 0.27903	
