开始记录数据...	开始记录数据...	
	采集数据: X = -0.0085543, Y = -0.043975, Z = -0.091114	
	t = 85.8 s, 稳定, fc = NaN Hz, Xf = 0.0356, n_new = NaN rpm, pass = 0.0011 s	
	采集数据: X = 0.065544, Y = 0.049026, Z = 0.06038	
	t = 85.9 s, 稳定, fc = NaN Hz, Xf = 0.0342, n_new = NaN rpm, pass = 0.0014 s	
	采集数据: X = -0.043868, Y = -0.064561, Z = -0.015915	
	t = 86.0 s, 稳定, fc = NaN Hz, Xf = 0.0360, n_new = NaN rpm, pass = 0.0014 s	
	采集数据: X = -0.010016, Y = -0.020588, Z = -0.026579	
	t = 86.1 s, 稳定, fc = NaN Hz, Xf = 0.0362, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = 0.053367, Y = -0.034048, Z = 0.070801	
	t = 86.2 s, 稳定, fc = NaN Hz, Xf = 0.0378, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = -0.023837, Y = -0.0040218, Z = 0.026255	
	t = 86.3 s, 稳定, fc = NaN Hz, Xf = 0.0375, n_new = NaN rpm, pass = 0.0014 s	
	采集数据: X = 0.0068498, Y = 0.084655, Z = 0.077809	
	t = 86.4 s, 稳定, fc = NaN Hz, Xf = 0.0373, n_new = NaN rpm, pass = 0.0017 s	
	采集数据: X = -0.0059971, Y = -0.041965, Z = 0.0029151	
	t = 86.5 s, 稳定, fc = NaN Hz, Xf = 0.0373, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = 0.0008221, Y = -0.0026819, Z = 0.039174	
	t = 86.6 s, 稳定, fc = NaN Hz, Xf = 0.0381, n_new = NaN rpm, pass = 0.0014 s	
	采集数据: X = 0.046365, Y = 0.10402, Z = 0.094872	
	t = 86.7 s, 稳定, fc = NaN Hz, Xf = 0.0377, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = 0.014339, Y = 0.036175, Z = -0.021704	
	t = 86.8 s, 稳定, fc = NaN Hz, Xf = 0.0375, n_new = NaN rpm, pass = 0.0010 s	
	采集数据: X = 0.0083111, Y = 0.050427, Z = 0.018028	
	t = 86.9 s, 稳定, fc = NaN Hz, Xf = 0.0374, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = 0.047582, Y = 0.043301, Z = 0.01882	
	t = 87.0 s, 稳定, fc = NaN Hz, Xf = 0.0373, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = 0.046547, Y = 0.065287, Z = 0.010593	
	t = 87.1 s, 稳定, fc = NaN Hz, Xf = 0.0378, n_new = NaN rpm, pass = 0.0010 s	
	采集数据: X = -0.0088587, Y = 0.072291, Z = 0.018576	
	t = 87.2 s, 稳定, fc = NaN Hz, Xf = 0.0374, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = 0.0090417, Y = -0.015594, Z = -0.05126	
	t = 87.3 s, 稳定, fc = NaN Hz, Xf = 0.0372, n_new = NaN rpm, pass = 0.0011 s	
	采集数据: X = 0.043199, Y = 0.038063, Z = 0.12967	
	t = 87.4 s, 稳定, fc = NaN Hz, Xf = 0.0380, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = 0.10969, Y = 0.025334, Z = 0.0039511	
	t = 87.5 s, 稳定, fc = NaN Hz, Xf = 0.0378, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = 0.081374, Y = 0.11693, Z = 0.035152	
	t = 87.6 s, 稳定, fc = NaN Hz, Xf = 0.0380, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = -0.043198, Y = 0.10494, Z = 0.096822	
	t = 87.7 s, 稳定, fc = NaN Hz, Xf = 0.0380, n_new = NaN rpm, pass = 0.0010 s	
	采集数据: X = 0.0077631, Y = -0.035388, Z = 0.035883	
	t = 87.8 s, 稳定, fc = NaN Hz, Xf = 0.0369, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = 0.14567, Y = 0.13831, Z = -0.0085414	
	t = 87.9 s, 稳定, fc = NaN Hz, Xf = 0.0366, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = -0.018661, Y = 0.099272, Z = 0.044597	
	t = 88.0 s, 稳定, fc = NaN Hz, Xf = 0.0380, n_new = NaN rpm, pass = 0.0016 s	
	采集数据: X = -0.072424, Y = 0.033008, Z = 0.015347	
	t = 88.1 s, 稳定, fc = NaN Hz, Xf = 0.0370, n_new = NaN rpm, pass = 0.0015 s	
	采集数据: X = 0.089594, Y = 0.033556, Z = 0.031435	
	t = 88.2 s, 稳定, fc = NaN Hz, Xf = 0.0374, n_new = NaN rpm, pass = 0.0010 s	
	采集数据: X = 0.022741, Y = 0.019731, Z = -0.012198	
	t = 88.3 s, 稳定, fc = NaN Hz, Xf = 0.0389, n_new = NaN rpm, pass = 0.0011 s	
	采集数据: X = -0.046182, Y = 0.094887, Z = -0.023532	
	t = 88.4 s, 稳定, fc = NaN Hz, Xf = 0.0368, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = -0.018722, Y = -0.025826, Z = -0.031637	
	t = 88.5 s, 稳定, fc = NaN Hz, Xf = 0.0369, n_new = NaN rpm, pass = 0.0011 s	
	采集数据: X = 0.0033793, Y = -0.091541, Z = -0.056074	
	t = 88.6 s, 稳定, fc = NaN Hz, Xf = 0.0367, n_new = NaN rpm, pass = 0.0010 s	
	采集数据: X = 0.03644, Y = 0.098541, Z = 0.019064	
	t = 88.7 s, 稳定, fc = NaN Hz, Xf = 0.0340, n_new = NaN rpm, pass = 0.0011 s	
	采集数据: X = -0.056228, Y = -0.048969, Z = -0.040534	
	t = 88.8 s, 稳定, fc = NaN Hz, Xf = 0.0349, n_new = NaN rpm, pass = 0.0017 s	
	采集数据: X = -0.025907, Y = -0.075889, Z = -0.072954	
	t = 88.9 s, 稳定, fc = NaN Hz, Xf = 0.0376, n_new = NaN rpm, pass = 0.0016 s	
	采集数据: X = 0.083018, Y = 0.028379, Z = 0.041185	
	t = 89.0 s, 稳定, fc = NaN Hz, Xf = 0.0371, n_new = NaN rpm, pass = 0.0010 s	
	采集数据: X = -0.022071, Y = -0.051466, Z = -0.018048	
	t = 89.1 s, 稳定, fc = NaN Hz, Xf = 0.0376, n_new = NaN rpm, pass = 0.0010 s	
	采集数据: X = -0.036866, Y = 0.041961, Z = 0.01949	
	t = 89.2 s, 稳定, fc = NaN Hz, Xf = 0.0384, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = 0.046669, Y = -0.007128, Z = 0.016078	
	t = 89.3 s, 稳定, fc = NaN Hz, Xf = 0.0374, n_new = NaN rpm, pass = 0.0011 s	
	采集数据: X = 0.004049, Y = -0.050796, Z = 0.038138	
	t = 89.4 s, 稳定, fc = NaN Hz, Xf = 0.0385, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = 0.026759, Y = 0.12522, Z = 0.011507	
	t = 89.5 s, 稳定, fc = NaN Hz, Xf = 0.0376, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = 0.12156, Y = -0.0011593, Z = 0.035578	
	t = 89.6 s, 稳定, fc = NaN Hz, Xf = 0.0375, n_new = NaN rpm, pass = 0.0010 s	
	采集数据: X = 0.042103, Y = 0.030998, Z = -0.070212	
	t = 89.7 s, 稳定, fc = NaN Hz, Xf = 0.0373, n_new = NaN rpm, pass = 0.0009 s	
